p1_class,p1_level,p1_hp,p1_ac,p1_avg_save,p2_class,p2_level,p2_hp,p2_ac,p2_avg_save,p3_class,p3_level,p3_hp,p3_ac,p3_avg_save,p4_class,p4_level,p4_hp,p4_ac,p4_avg_save,num_of_monsters,monster_name,monster_cr,monster_ac,monster_hp,dificulty
Druid,3,15,15,3,Warlock,3,25,15,3,Artificer,3,27,14,3,Wizzard,3,25,12,3,1,Swarm of Cranium Rats,5.0,12,76,0.4898207885304659
Rogue,5,36,11,3,Warlock,5,38,12,3,Barbarian,5,44,15,3,Rogue,5,35,13,3,1,Giant Octopus,1.0,11,52,0.9950989865506692
Paladin,4,31,15,3,Artificer,4,38,16,3,Ranger,4,32,13,3,Fighter,4,34,16,3,2,Merrenoloth,3.0,13,40,1.0
Cleric,3,28,18,3,Fighter,3,24,13,3,Rogue,3,22,16,3,Paladin,3,17,17,3,10,Crawling Claw,0.0,12,2,0.8339706990048674
Artificer,1,7,17,2,Fighter,1,12,14,2,Warlock,1,9,16,2,Fighter,1,9,13,2,2,Gelatinous Cube,2.0,6,84,0.0
Warlock,4,29,13,3,Sorcerer,4,32,10,3,Fighter,4,31,16,3,Wizzard,4,26,14,3,10,Skulk,0.5,14,18,0.0
Ranger,1,7,15,2,Sorcerer,1,6,12,2,Rogue,1,8,13,2,Sorcerer,1,6,10,2,10,Sahuagin,0.5,12,22,0.0
Artificer,4,27,16,3,Artificer,4,27,14,3,Artificer,4,28,16,3,Bard,4,37,15,3,2,Bronze Dragon Wyrmling,2.0,17,32,0.5366804708325483
Rogue,4,24,13,3,Monk,4,32,14,3,Bard,4,29,16,3,Cleric,4,38,20,3,2,Young Brass Dragon,6.0,17,110,0.0
Cleric,5,31,15,3,Artificer,5,42,12,3,Ranger,5,46,12,3,Cleric,5,48,16,3,3,Werebear,5.0,10,135,0.5772497160921567
Warlock,1,6,16,2,Barbarian,1,11,13,2,Paladin,1,10,17,2,Druid,1,9,14,2,10,Constrictor Snake,0.25,12,13,0.0
Warlock,1,6,13,2,Rogue,1,5,15,2,Paladin,1,12,16,2,Artificer,1,11,18,2,2,Orog,2.0,18,42,0.0
Fighter,1,5,15,2,Barbarian,1,11,13,2,Monk,1,6,16,2,Ranger,1,8,12,2,10,Hadrosaurus,0.25,11,19,0.0
Barbarian,2,26,14,2,Bard,2,12,12,2,Monk,2,16,10,2,Warlock,2,11,14,2,2,Centaur,2.0,12,45,0.0
Ranger,5,37,15,3,Sorcerer,5,30,15,3,Wizzard,5,37,11,3,Rogue,5,51,14,3,10,Sprite,0.25,15,2,1.0
Warlock,1,6,12,2,Paladin,1,8,17,2,Druid,1,11,14,2,Ranger,1,10,13,2,2,Adult Kruthik,2.0,18,39,0.2267934446505875
Paladin,4,41,16,3,Sorcerer,4,31,15,3,Bard,4,34,14,3,Wizzard,4,26,14,3,2,Champion,9.0,18,143,0.0
Artificer,4,31,14,3,Warlock,4,29,14,3,Sorcerer,4,15,13,3,Artificer,4,31,17,3,1,Wyvern,6.0,13,110,0.0
Monk,5,42,15,3,Sorcerer,5,23,13,3,Artificer,5,48,17,3,Cleric,5,40,14,3,2,Quaggoth Thonot,3.0,13,45,0.9808157934873789
Artificer,5,39,14,3,Barbarian,5,57,15,3,Wizzard,5,18,12,3,Druid,5,33,14,3,1,Remorhaz,11.0,17,195,0.0
Bard,4,35,14,3,Paladin,4,36,16,3,Artificer,4,30,17,3,Ranger,4,31,12,3,1,Clockwork Iron Cobra,4.0,13,91,0.9550188617908203
Rogue,5,32,12,3,Paladin,5,48,16,3,Monk,5,36,14,3,Sorcerer,5,31,10,3,6,Duergar Hammerer,2.0,17,33,0.37650398436688765
Sorcerer,5,26,10,3,Sorcerer,5,29,11,3,Monk,5,40,13,3,Warlock,5,37,16,3,10,Swarm of Insects,0.5,12,22,0.19002099335707376
Cleric,4,25,17,3,Rogue,4,32,15,3,Ranger,4,38,17,3,Sorcerer,4,15,13,3,2,Bheur Hag,7.0,17,91,0.0
Bard,2,18,15,2,Barbarian,2,18,17,2,Paladin,2,15,16,2,Cleric,2,21,13,2,1,Archer,3.0,16,75,0.43521126760563383
Fighter,3,28,17,3,Rogue,3,22,12,3,Monk,3,28,14,3,Druid,3,29,16,3,1,Deathlock,4.0,12,36,1.0
Monk,5,38,11,3,Warlock,5,31,12,3,Bard,5,32,13,3,Fighter,5,51,13,3,3,Warlock of the Fiend,7.0,13,78,0.0
Paladin,5,44,18,3,Ranger,5,46,16,3,Barbarian,5,65,17,3,Cleric,5,42,18,3,7,Duergar Mind Master,2.0,14,39,0.20435163306894782
Rogue,2,15,17,2,Monk,2,8,13,2,Monk,2,14,15,2,Sorcerer,2,9,15,2,1,Mummy,3.0,11,58,0.7431298288138161
Druid,3,24,15,3,Warlock,3,21,13,3,Artificer,3,23,17,3,Barbarian,3,38,12,3,1,Night Hag,5.0,17,112,0.9738802438925468
Barbarian,2,29,16,2,Rogue,2,19,13,2,Cleric,2,14,15,2,Druid,2,18,13,2,1,Archer,3.0,16,75,0.9500157752125015
Cleric,4,26,17,3,Barbarian,4,36,12,3,Fighter,4,41,18,3,Warlock,4,24,11,3,10,Swarm of Rats,0.25,10,24,0.2735529146741597
Druid,2,14,16,2,Ranger,2,15,15,2,Fighter,2,12,15,2,Wizzard,2,11,12,2,1,Yuan-ti Malison (Type 1),3.0,12,66,1.0
Bard,1,6,16,2,Paladin,1,12,18,2,Rogue,1,9,11,2,Rogue,1,8,16,2,10,Deer,0.0,13,4,0.5734126984126984
Cleric,2,12,18,2,Fighter,2,15,13,2,Paladin,2,12,16,2,Wizzard,2,10,15,2,1,Umber Hulk,5.0,18,93,0.0
Sorcerer,3,16,12,3,Artificer,3,24,13,3,Barbarian,3,34,14,3,Druid,3,20,14,3,1,Ghoul,1.0,12,22,1.0
Cleric,2,17,16,2,Warlock,2,16,11,2,Ranger,2,20,17,2,Fighter,2,23,13,2,10,Mule,0.125,10,11,0.5096165053181629
Wizzard,3,24,10,3,Artificer,3,17,18,3,Barbarian,3,37,17,3,Ranger,3,28,13,3,1,Poltergeist,2.0,12,22,0.9865750149244843
Monk,2,15,16,2,Artificer,2,18,13,2,Cleric,2,17,19,2,Bard,2,13,12,2,10,Crab,0.0,11,2,1.0
Bard,5,39,12,3,Rogue,5,29,16,3,Cleric,5,42,13,3,Monk,5,36,10,3,10,Sea Horse,0.0,11,1,0.7037253105209774
Druid,5,39,12,3,Cleric,5,41,20,3,Ranger,5,33,15,3,Artificer,5,39,12,3,1,Blue Dragon Wyrmling,3.0,17,52,0.9751843292615824
Wizzard,3,18,13,3,Druid,3,18,16,3,Artificer,3,29,16,3,Fighter,3,33,18,3,1,Girallon,4.0,13,59,0.5557186753158074
Druid,2,16,12,2,Barbarian,2,19,15,2,Barbarian,2,15,16,2,Cleric,2,12,19,2,1,Bone Naga (Guardian),4.0,15,58,1.0
Wizzard,5,28,15,3,Wizzard,5,35,14,3,Sorcerer,5,32,15,3,Ranger,5,49,12,3,10,Giant Owl,0.25,12,19,0.6135174614400217
Sorcerer,5,39,11,3,Barbarian,5,58,13,3,Warlock,5,43,15,3,Druid,5,40,15,3,2,Night Hag,5.0,17,112,0.9804298242321253
Cleric,1,7,15,2,Artificer,1,4,15,2,Bard,1,6,16,2,Paladin,1,10,15,2,10,Scorpion,0.0,11,1,0.0
Druid,3,17,13,3,Ranger,3,31,15,3,Fighter,3,27,17,3,Druid,3,27,14,3,4,Choker,1.0,16,13,1.0
Monk,4,25,10,3,Rogue,4,27,14,3,Rogue,4,28,11,3,Cleric,4,29,15,3,9,Quadrone,1.0,16,22,0.0
Paladin,2,15,19,2,Artificer,2,16,15,2,Sorcerer,2,13,12,2,Cleric,2,15,17,2,10,Kenku,0.25,13,13,0.0
Wizzard,4,17,13,3,Warlock,4,27,12,3,Fighter,4,30,12,3,Monk,4,25,14,3,1,Catoblepas,5.0,14,84,0.5233105369082706
Fighter,2,23,18,2,Monk,2,13,12,2,Druid,2,14,13,2,Wizzard,2,11,12,2,10,Zombie,0.25,8,22,0.0
Ranger,3,24,17,3,Monk,3,20,13,3,Warlock,3,25,12,3,Artificer,3,21,17,3,1,Lizard King,4.0,15,78,0.4776449756529437
Druid,5,41,11,3,Paladin,5,54,16,3,Ranger,5,40,15,3,Bard,5,24,16,3,2,Eidolon,12.0,9,63,1.0
Paladin,3,28,18,3,Fighter,3,31,19,3,Rogue,3,25,12,3,Wizzard,3,19,10,3,10,Giant Sea Horse,0.5,13,16,0.6073931887657193
Artificer,4,31,15,3,Barbarian,4,47,17,3,Rogue,4,22,16,3,Cleric,4,29,17,3,5,Deinonychus,1.0,13,26,0.3170321694511931
Wizzard,2,10,11,2,Warlock,2,14,16,2,Sorcerer,2,12,13,2,Barbarian,2,15,12,2,1,Water Elemental Myrmidon,7.0,18,127,0.0
Artificer,4,32,18,3,Sorcerer,4,24,11,3,Monk,4,31,15,3,Wizzard,4,14,14,3,10,Baboon,0.0,12,3,1.0
Paladin,5,43,14,3,Warlock,5,35,12,3,Sorcerer,5,38,13,3,Wizzard,5,38,13,3,6,Bearded Devil,3.0,13,52,0.3142941526705483
Rogue,2,14,11,2,Cleric,2,14,19,2,Paladin,2,17,18,2,Ranger,2,17,12,2,1,Duergar Screamer,3.0,15,38,0.6440769856329629
Artificer,4,27,18,3,Barbarian,4,41,14,3,Rogue,4,33,16,3,Druid,4,38,15,3,2,Fire Giant,9.0,18,162,0.0
Paladin,5,51,14,3,Rogue,5,34,13,3,Wizzard,5,36,14,3,Paladin,5,36,17,3,1,Stone Golem,10.0,17,178,0.4947916666666667
Wizzard,2,16,15,2,Paladin,2,25,19,2,Bard,2,16,14,2,Druid,2,14,15,2,10,Sea Horse,0.0,11,1,0.7599789598618903
Druid,4,38,16,3,Sorcerer,4,15,10,3,Paladin,4,43,15,3,Monk,4,18,11,3,6,Duergar Hammerer,2.0,17,33,0.0
Ranger,2,19,17,2,Druid,2,14,14,2,Sorcerer,2,12,12,2,Rogue,2,18,17,2,1,Shadar-kai Shadow Dancer,7.0,15,71,0.0
Cleric,2,18,15,2,Fighter,2,19,13,2,Wizzard,2,9,12,2,Ranger,2,21,15,2,10,Wolf,0.25,13,11,0.0
Cleric,4,28,13,3,Fighter,4,39,13,3,Fighter,4,42,16,3,Warlock,4,24,12,3,5,Berserker,2.0,13,67,0.1442720937305775
Ranger,2,18,13,2,Warlock,2,16,15,2,Fighter,2,19,17,2,Ranger,2,21,17,2,2,Killer Whale,3.0,12,90,0.0
Wizzard,3,16,12,3,Artificer,3,26,17,3,Artificer,3,24,13,3,Rogue,3,28,16,3,2,Troll,5.0,15,84,0.0
Bard,4,27,13,3,Warlock,4,36,11,3,Barbarian,4,38,13,3,Barbarian,4,38,15,3,2,Banshee,4.0,12,58,0.638249900916422
Paladin,2,18,15,2,Monk,2,17,16,2,Bard,2,20,13,2,Ranger,2,15,12,2,1,Otyugh,5.0,14,114,0.12022630834512021
Wizzard,4,30,10,3,Artificer,4,21,15,3,Rogue,4,24,13,3,Cleric,4,26,12,3,10,Draft Horse,0.25,10,19,0.0
Barbarian,3,27,12,3,Druid,3,22,14,3,Wizzard,3,14,10,3,Wizzard,3,16,13,3,1,Druid,2.0,11,27,0.0
Wizzard,3,15,10,3,Wizzard,3,19,14,3,Wizzard,3,24,14,3,Fighter,3,33,12,3,1,Canoloth,8.0,16,120,0.0
Warlock,3,16,12,3,Artificer,3,25,16,3,Druid,3,29,11,3,Warlock,3,25,15,3,1,Young Copper Dragon,7.0,17,119,0.0
Artificer,2,13,18,2,Ranger,2,15,14,2,Artificer,2,12,15,2,Wizzard,2,8,12,2,10,Satyr,0.5,14,31,0.0
Warlock,3,26,16,3,Paladin,3,17,19,3,Paladin,3,26,19,3,Monk,3,23,14,3,10,Animated Armor,1.0,18,33,0.0
Sorcerer,2,14,11,2,Fighter,2,19,19,2,Bard,2,18,16,2,Wizzard,2,14,13,2,1,Bone Naga (Guardian),4.0,15,58,0.41668021968398533
Cleric,3,30,13,3,Druid,3,28,15,3,Fighter,3,23,18,3,Druid,3,27,11,3,1,Giant Ape,7.0,12,157,0.0
Monk,4,25,12,3,Druid,4,35,13,3,Rogue,4,24,12,3,Druid,4,28,15,3,10,Magmin,0.5,14,9,0.1711221160568632
Bard,1,7,14,2,Sorcerer,1,4,12,2,Ranger,1,5,17,2,Cleric,1,10,17,2,10,Octopus,0.0,12,3,0.0
Sorcerer,2,15,12,2,Warlock,2,13,15,2,Barbarian,2,27,17,2,Wizzard,2,15,10,2,10,Wretched Sorrowsworn,0.25,15,10,0.0
Paladin,2,15,15,2,Fighter,2,19,18,2,Fighter,2,18,12,2,Wizzard,2,18,13,2,1,Armanite,7.0,16,94,0.0
Cleric,4,28,17,3,Artificer,4,28,18,3,Bard,4,26,14,3,Fighter,4,46,15,3,2,Mind Flayer,7.0,15,71,0.8048404586023936
Sorcerer,2,11,14,2,Fighter,2,14,19,2,Druid,2,13,14,2,Ranger,2,16,12,2,10,Ape,0.5,12,19,0.0
Rogue,3,26,13,3,Bard,3,26,14,3,Rogue,3,29,11,3,Rogue,3,13,15,3,1,Ghost,4.0,11,45,0.8535416744498824
Barbarian,2,15,15,2,Bard,2,17,16,2,Sorcerer,2,11,11,2,Barbarian,2,17,13,2,3,Hobgoblin Iron Shadow,2.0,15,32,0.0
Sorcerer,4,19,12,3,Druid,4,22,16,3,Monk,4,35,10,3,Cleric,4,27,14,3,2,Ogre Battering Ram,4.0,11,76,0.7161099618531456
Wizzard,3,16,13,3,Artificer,3,25,14,3,Cleric,3,21,19,3,Cleric,3,27,20,3,1,Young White Dragon,6.0,17,133,0.0
Druid,2,18,14,2,Ranger,2,11,14,2,Warlock,2,19,15,2,Ranger,2,17,15,2,3,Lion,1.0,12,26,1.0
Wizzard,1,7,12,2,Cleric,1,9,12,2,Druid,1,6,11,2,Monk,1,8,15,2,10,Needle Blight,0.25,12,11,0.0
Fighter,2,24,15,2,Fighter,2,13,19,2,Bard,2,19,15,2,Rogue,2,11,12,2,2,Archer,3.0,16,75,0.0
Wizzard,1,8,12,2,Druid,1,7,15,2,Paladin,1,6,16,2,Bard,1,9,15,2,1,Elephant,4.0,12,76,0.0
Fighter,5,42,14,3,Monk,5,40,14,3,Ranger,5,39,16,3,Rogue,5,39,13,3,1,Bulezau,3.0,14,52,0.9302934256959873
Barbarian,4,48,13,3,Monk,4,22,16,3,Artificer,4,25,12,3,Warlock,4,33,14,3,2,Ghast,2.0,13,36,0.9586915326308005
Bard,1,7,12,2,Bard,1,6,15,2,Fighter,1,12,13,2,Wizzard,1,4,11,2,1,Faerie Dragon (Violet),2.0,15,14,1.0
Barbarian,2,25,12,2,Sorcerer,2,13,11,2,Bard,2,13,13,2,Barbarian,2,23,14,2,10,Flying Snake,0.125,14,5,0.0
Wizzard,1,4,14,2,Wizzard,1,7,13,2,Monk,1,5,15,2,Sorcerer,1,7,13,2,2,Hippogriff,1.0,11,19,0.3398058252427184
Paladin,4,37,18,3,Rogue,4,29,14,3,Bard,4,30,13,3,Paladin,4,38,14,3,4,Wight,3.0,14,45,0.17787372160891549
Wizzard,3,22,12,3,Wizzard,3,24,11,3,Paladin,3,27,14,3,Bard,3,22,14,3,2,Shambling Mound,5.0,15,136,0.0
Bard,2,17,14,2,Artificer,2,10,15,2,Wizzard,2,11,11,2,Bard,2,10,12,2,1,Oni,7.0,16,110,0.14514301133297355
Sorcerer,5,35,11,3,Sorcerer,5,34,14,3,Bard,5,46,13,3,Paladin,5,48,17,3,1,Gray Slaad,9.0,18,127,0.885189843706975
Barbarian,3,28,12,3,Sorcerer,3,17,12,3,Rogue,3,26,12,3,Ranger,3,30,13,3,1,Sword Wraith Warrior,3.0,16,45,0.8441434647568465
Cleric,2,15,14,2,Cleric,2,15,15,2,Warlock,2,16,11,2,Ranger,2,24,15,2,3,Duergar Hammerer,2.0,17,33,0.0
Warlock,3,31,13,3,Warlock,3,31,12,3,Rogue,3,27,14,3,Ranger,3,34,17,3,10,Myconid Adult,0.5,12,22,0.0
Wizzard,1,8,12,2,Artificer,1,6,13,2,Sorcerer,1,8,10,2,Ranger,1,8,17,2,10,Flying Sword,0.25,17,17,0.0
Wizzard,1,4,11,2,Monk,1,5,16,2,Artificer,1,11,14,2,Cleric,1,7,13,2,10,Giant Wasp,0.5,12,13,0.0
Warlock,5,32,13,3,Monk,5,30,14,3,Druid,5,33,12,3,Wizzard,5,36,15,3,2,Glabrezu,9.0,17,157,0.0
Wizzard,1,3,13,2,Sorcerer,1,5,15,2,Warlock,1,9,16,2,Sorcerer,1,7,15,2,1,Werewolf,3.0,11,58,0.8281490015360985
Sorcerer,1,4,15,2,Druid,1,5,11,2,Ranger,1,8,15,2,Rogue,1,6,17,2,1,Azer,2.0,17,39,0.3370786516853933
Cleric,4,27,20,3,Wizzard,4,26,10,3,Ranger,4,40,17,3,Warlock,4,35,14,3,1,Giant Crocodile,5.0,14,85,0.7275446252604313
Wizzard,3,10,11,3,Sorcerer,3,17,12,3,Wizzard,3,11,15,3,Cleric,3,19,20,3,2,Phase Spider,3.0,13,32,0.48869002178393084
Barbarian,5,39,17,3,Rogue,5,34,14,3,Druid,5,45,14,3,Paladin,5,37,15,3,7,Rutterkin,2.0,12,37,0.7532966677311506
Ranger,3,32,14,3,Bard,3,24,14,3,Paladin,3,28,15,3,Monk,3,28,14,3,1,Mage,6.0,12,40,0.0
Ranger,3,21,16,3,Wizzard,3,18,13,3,Artificer,3,25,15,3,Barbarian,3,44,12,3,10,Chitine,0.5,14,18,0.8866999296259102
Fighter,3,22,18,3,Ranger,3,31,14,3,Wizzard,3,15,15,3,Barbarian,3,23,17,3,5,Ogre Howdah,2.0,15,59,0.0
Artificer,2,14,12,2,Ranger,2,21,17,2,Cleric,2,11,13,2,Sorcerer,2,12,10,2,1,Banderhobb,5.0,15,84,0.0
Artificer,5,47,12,3,Bard,5,44,16,3,Wizzard,5,35,11,3,Druid,5,38,11,3,10,Ape,0.5,12,19,0.28604768943124387
Rogue,5,39,16,3,Ranger,5,45,14,3,Warlock,5,50,14,3,Ranger,5,60,12,3,1,Summer Eladrin,10.0,19,165,0.5536097067745198
Fighter,3,22,19,3,Monk,3,28,10,3,Wizzard,3,14,13,3,Sorcerer,3,21,11,3,7,Goblin Boss,1.0,17,21,0.22531882531882536
Rogue,5,48,17,3,Warlock,5,45,14,3,Artificer,5,35,14,3,Fighter,5,37,15,3,6,Quaggoth Spore Servant,1.0,13,45,0.8293058271349568
Barbarian,3,40,16,3,Artificer,3,23,18,3,Wizzard,3,11,12,3,Warlock,3,22,12,3,2,Clockwork Oaken Bolter,5.0,16,117,0.0
Warlock,4,32,13,3,Rogue,4,29,13,3,Fighter,4,31,18,3,Wizzard,4,19,10,3,4,Duergar Stone Guard,2.0,18,39,0.0
Barbarian,5,70,15,3,Rogue,5,36,14,3,Sorcerer,5,39,13,3,Barbarian,5,58,15,3,8,Gnoll Pack Lord,2.0,15,49,0.0
Bard,4,31,12,3,Paladin,4,32,18,3,Paladin,4,28,15,3,Ranger,4,41,16,3,1,War Priest,9.0,18,117,0.10205750636287249
Paladin,5,36,16,3,Druid,5,33,12,3,Artificer,5,46,16,3,Barbarian,5,55,12,3,10,Rust Monster,0.5,14,27,0.9204686048396167
Warlock,4,27,12,3,Fighter,4,36,13,3,Sorcerer,4,20,15,3,Monk,4,23,11,3,3,Troll,5.0,15,84,0.0
Monk,4,30,11,3,Rogue,4,39,15,3,Cleric,4,23,19,3,Bard,4,32,16,3,1,Clockwork Oaken Bolter,5.0,16,117,0.5590864524413693
Rogue,1,7,13,2,Bard,1,9,15,2,Warlock,1,8,13,2,Monk,1,9,16,2,1,Rug of Smothering,2.0,12,33,0.7732793522267206
Warlock,3,19,15,3,Rogue,3,21,11,3,Wizzard,3,13,10,3,Bard,3,20,16,3,2,Venom Troll,7.0,15,94,0.0
Wizzard,2,8,12,2,Druid,2,16,14,2,Rogue,2,19,13,2,Warlock,2,18,16,2,1,Hippogriff,1.0,11,19,1.0
Rogue,1,9,11,2,Druid,1,8,13,2,Rogue,1,8,12,2,Druid,1,8,14,2,10,Satyr,0.5,14,31,0.0
Wizzard,2,11,13,2,Rogue,2,16,15,2,Ranger,2,19,17,2,Sorcerer,2,16,12,2,1,Giant Spider,1.0,14,26,0.7532381901301137
Warlock,1,5,15,2,Bard,1,7,13,2,Druid,1,8,15,2,Bard,1,5,15,2,10,Giant Bat,0.25,13,22,0.0
Artificer,2,17,18,2,Warlock,2,18,16,2,Fighter,2,15,12,2,Rogue,2,22,15,2,2,Hook Horror,3.0,15,75,0.0
Bard,5,32,16,3,Monk,5,33,16,3,Paladin,5,48,14,3,Monk,5,33,14,3,10,Guard,0.125,16,11,0.0
Monk,5,27,10,3,Bard,5,30,15,3,Bard,5,44,13,3,Barbarian,5,55,14,3,14,Brass Dragon Wyrmling,1.0,16,16,0.0
Wizzard,4,25,11,3,Wizzard,4,26,15,3,Druid,4,31,14,3,Monk,4,38,12,3,4,Martial Arts Adept,3.0,16,60,0.0
Ranger,4,36,16,3,Bard,4,25,13,3,Rogue,4,28,16,3,Monk,4,30,11,3,2,Salamander,5.0,15,90,0.0
Barbarian,1,10,14,2,Wizzard,1,5,14,2,Warlock,1,8,16,2,Bard,1,11,15,2,10,Vulture,0.0,10,5,0.0
Artificer,3,25,16,3,Warlock,3,21,13,3,Monk,3,24,10,3,Druid,3,22,13,3,2,Bheur Hag,7.0,17,91,0.0
Warlock,2,18,14,2,Paladin,2,19,16,2,Rogue,2,19,16,2,Ranger,2,14,15,2,1,Chimera,6.0,14,114,0.0
Monk,4,39,16,3,Rogue,4,19,12,3,Barbarian,4,40,17,3,Barbarian,4,52,17,3,2,Giant Constrictor Snake,2.0,12,60,0.9637734889731584
Ranger,4,42,14,3,Fighter,4,34,16,3,Rogue,4,23,13,3,Wizzard,4,28,15,3,3,Drow Elite Warrior,5.0,18,71,0.0
Rogue,3,25,13,3,Sorcerer,3,24,15,3,Cleric,3,22,19,3,Artificer,3,27,13,3,10,Dretch,0.25,11,18,1.0
Artificer,3,22,13,3,Monk,3,16,14,3,Sorcerer,3,14,11,3,Ranger,3,29,13,3,2,Gelatinous Cube,2.0,6,84,0.6421246090735552
Cleric,3,27,18,3,Paladin,3,21,16,3,Ranger,3,20,17,3,Artificer,3,21,13,3,1,Chasme,6.0,15,84,0.7613107716881301
Sorcerer,5,31,13,3,Monk,5,39,16,3,Druid,5,44,12,3,Bard,5,30,12,3,3,Young Remorhaz,5.0,14,93,0.6586475869749483
Warlock,5,41,13,3,Paladin,5,46,15,3,Warlock,5,36,15,3,Artificer,5,44,12,3,5,Hobgoblin Captain,3.0,17,39,0.20696866182766957
Druid,5,30,11,3,Warlock,5,40,11,3,Cleric,5,48,15,3,Fighter,5,45,14,3,1,Efreeti,11.0,17,200,0.8944634703196347
Artificer,4,26,18,3,Ranger,4,42,15,3,Bard,4,35,12,3,Ranger,4,35,12,3,2,War Priest,9.0,18,117,0.0
Cleric,4,22,15,3,Monk,4,31,15,3,Wizzard,4,28,11,3,Rogue,4,22,13,3,1,Cloud Giant,9.0,14,200,0.0
Ranger,5,52,16,3,Wizzard,5,32,10,3,Warlock,5,40,12,3,Monk,5,45,10,3,1,Spirit Troll,11.0,17,130,0.7902996826999013
Monk,1,10,13,2,Wizzard,1,8,14,2,Bard,1,7,15,2,Cleric,1,8,14,2,10,Apprentice Wizard,0.25,10,13,0.0
Wizzard,2,17,12,2,Ranger,2,21,12,2,Druid,2,19,15,2,Ranger,2,22,13,2,2,Martial Arts Adept,3.0,16,60,0.0
Fighter,3,19,13,3,Paladin,3,36,15,3,Barbarian,3,31,16,3,Warlock,3,24,16,3,1,Triceratops,5.0,13,95,0.6446074324157816
Fighter,1,11,19,2,Sorcerer,1,9,12,2,Sorcerer,1,5,10,2,Barbarian,1,11,14,2,10,Sahuagin,0.5,12,22,0.0
Cleric,5,51,12,3,Ranger,5,38,12,3,Cleric,5,39,20,3,Druid,5,31,11,3,10,Tribal Warrior,0.125,12,11,0.76775708704481
Bard,4,23,12,3,Monk,4,27,10,3,Warlock,4,33,14,3,Rogue,4,39,16,3,10,Giant Poisonous Snake,0.25,14,11,0.0
Artificer,1,10,18,2,Paladin,1,7,15,2,Barbarian,1,14,16,2,Fighter,1,8,14,2,1,Myconid Sovereign,2.0,13,60,0.8164924506387921
Monk,4,26,13,3,Artificer,4,24,16,3,Artificer,4,28,14,3,Barbarian,4,28,12,3,1,Mammoth,6.0,13,126,0.7326698980777531
Cleric,1,6,20,2,Paladin,1,10,16,2,Bard,1,7,14,2,Sorcerer,1,5,12,2,1,Killer Whale,3.0,12,90,0.016406249999999997
Sorcerer,2,10,10,2,Monk,2,10,12,2,Cleric,2,17,18,2,Bard,2,14,15,2,10,Young Kruthik,0.125,16,9,0.0
Wizzard,1,4,13,2,Sorcerer,1,4,10,2,Druid,1,10,14,2,Sorcerer,1,8,11,2,1,Peryton,2.0,13,33,0.8155172413793105
Monk,5,27,15,3,Ranger,5,52,16,3,Sorcerer,5,24,10,3,Ranger,5,40,12,3,10,Derro,0.25,13,13,0.9447076388269898
Cleric,1,11,19,2,Sorcerer,1,5,10,2,Ranger,1,11,16,2,Paladin,1,9,18,2,10,Manes,0.125,9,9,0.0
Ranger,1,9,13,2,Druid,1,7,15,2,Bard,1,5,12,2,Barbarian,1,10,16,2,2,Choldrith,3.0,15,66,0.0
Bard,3,21,12,3,Ranger,3,29,15,3,Artificer,3,20,13,3,Cleric,3,18,16,3,2,Nothic,2.0,15,45,0.968318305481939
Monk,5,46,11,3,Bard,5,31,14,3,Fighter,5,44,16,3,Cleric,5,38,15,3,1,Gauth,6.0,15,52,0.9908270843819044
Monk,2,19,12,2,Druid,2,13,11,2,Barbarian,2,22,15,2,Warlock,2,10,16,2,2,Meazel,1.0,13,35,0.6967279241101509
Sorcerer,1,6,14,2,Barbarian,1,12,15,2,Sorcerer,1,6,12,2,Cleric,1,5,16,2,10,Sacred Statue,-1.0,19,95,0.0
Fighter,2,16,16,2,Warlock,2,15,13,2,Cleric,2,21,15,2,Sorcerer,2,9,14,2,10,Swarm of Centipedes,0.5,12,22,0.0
Monk,3,26,10,3,Barbarian,3,25,16,3,Wizzard,3,23,10,3,Fighter,3,26,19,3,10,Needle Blight,0.25,12,11,0.5618416963969417
Druid,1,8,14,2,Paladin,1,11,17,2,Rogue,1,7,16,2,Barbarian,1,12,13,2,10,Gnoll Witherling,0.25,12,11,0.0
Monk,5,38,16,3,Ranger,5,53,16,3,Druid,5,31,15,3,Rogue,5,32,11,3,2,Guardian Naga,10.0,18,127,0.008984695193272977
Bard,2,11,14,2,Bard,2,16,13,2,Barbarian,2,12,15,2,Barbarian,2,18,17,2,1,Gnoll Fang of Yeenoghu,4.0,14,65,0.585883129349652
Druid,5,44,12,3,Monk,5,44,11,3,Barbarian,5,46,16,3,Druid,5,35,11,3,2,Necromancer Wizard,9.0,12,110,0.0
Warlock,1,9,13,2,Monk,1,7,10,2,Barbarian,1,7,13,2,Bard,1,11,13,2,10,Giant Sea Horse,0.5,13,16,0.0
Paladin,1,8,15,2,Druid,1,6,11,2,Artificer,1,8,18,2,Fighter,1,12,18,2,10,Smoke Mephit,0.25,12,22,0.0
Warlock,1,9,15,2,Cleric,1,8,15,2,Barbarian,1,13,14,2,Fighter,1,6,17,2,10,Reef Shark,0.5,12,22,0.0
Paladin,5,51,15,3,Warlock,5,35,15,3,Warlock,5,40,14,3,Cleric,5,44,17,3,7,Wererat,2.0,12,33,0.8467865186686568
Ranger,1,11,14,2,Cleric,1,6,13,2,Barbarian,1,11,16,2,Bard,1,4,13,2,1,Allosaurus,2.0,13,51,0.04142692750287687
