p1_class,p1_level,p1_hp,p1_ac,p1_avg_save,p2_class,p2_level,p2_hp,p2_ac,p2_avg_save,p3_class,p3_level,p3_hp,p3_ac,p3_avg_save,p4_class,p4_level,p4_hp,p4_ac,p4_avg_save,num_of_monsters,monster_name,monster_cr,monster_ac,monster_hp,dificulty
Barbarian,1,12,15,2,Druid,1,7,11,2,Druid,1,7,16,2,Sorcerer,1,8,11,2,1,Yuan-ti Malison (Type 3),3.0,12,66,0.6485943775100401
Druid,2,16,15,2,Fighter,2,15,13,2,Cleric,2,14,17,2,Bard,2,16,12,2,2,Imp,1.0,13,10,1.0
Wizzard,3,20,13,3,Bard,3,14,14,3,Monk,3,17,11,3,Ranger,3,34,16,3,1,Sword Wraith Warrior,3.0,16,45,0.9298597194388778
Cleric,4,32,19,3,Wizzard,4,24,15,3,Cleric,4,33,16,3,Warlock,4,24,13,3,1,Fire Giant,9.0,18,162,0.0
Ranger,5,41,13,3,Rogue,5,28,14,3,Warlock,5,46,16,3,Warlock,5,39,15,3,10,Drow,0.25,15,13,0.7772261041738348
Monk,2,13,15,2,Wizzard,2,12,13,2,Monk,2,22,16,2,Bard,2,17,14,2,10,Swarm of Centipedes,0.5,12,22,0.0
Warlock,3,17,14,3,Paladin,3,32,14,3,Warlock,3,17,14,3,Wizzard,3,25,12,3,1,Faerie Dragon (Indigo),2.0,15,14,1.0
Rogue,3,24,11,3,Cleric,3,25,16,3,Ranger,3,30,17,3,Rogue,3,27,17,3,2,Minotaur,3.0,14,76,0.5998461677268012
Wizzard,5,27,14,3,Monk,5,44,12,3,Fighter,5,34,17,3,Monk,5,45,10,3,12,Quasit,1.0,13,7,0.5453999502537151
Sorcerer,1,8,11,2,Barbarian,1,6,12,2,Fighter,1,9,18,2,Monk,1,7,10,2,10,Elk,0.25,10,13,0.0
Artificer,4,29,13,3,Warlock,4,21,13,3,Ranger,4,37,16,3,Sorcerer,4,34,14,3,10,Giant Owl,0.25,12,19,0.8060035986635912
Barbarian,4,38,16,3,Monk,4,35,13,3,Fighter,4,45,14,3,Artificer,4,38,18,3,10,Rat,0.0,10,1,1.0
Druid,5,36,13,3,Warlock,5,48,11,3,Druid,5,36,14,3,Paladin,5,37,14,3,10,Reef Shark,0.5,12,22,0.912989895521656
Fighter,4,31,12,3,Druid,4,31,16,3,Fighter,4,45,15,3,Druid,4,25,16,3,1,Ogre Bolt Launcher,2.0,13,59,1.0
Fighter,4,42,15,3,Sorcerer,4,27,12,3,Paladin,4,27,17,3,Artificer,4,37,18,3,4,Ogre Chain Brute,3.0,11,59,0.9026848010820535
Barbarian,3,33,15,3,Ranger,3,39,12,3,Cleric,3,24,20,3,Paladin,3,23,18,3,2,Gibbering Mouther,2.0,9,67,0.7493598652597643
Sorcerer,2,13,12,2,Warlock,2,18,12,2,Cleric,2,11,20,2,Fighter,2,20,16,2,1,Kuo-toa Archpriest,6.0,13,97,0.0
Fighter,4,23,13,3,Ranger,4,33,16,3,Cleric,4,28,20,3,Bard,4,27,12,3,1,Carrion Crawler,2.0,13,51,0.956133209210599
Sorcerer,1,5,15,2,Bard,1,6,13,2,Ranger,1,13,15,2,Artificer,1,5,18,2,1,Bearded Devil,3.0,13,52,0.3199509653692921
Artificer,4,26,16,3,Paladin,4,35,16,3,Artificer,4,31,14,3,Artificer,4,31,15,3,2,Hezrou,8.0,16,136,0.0
Paladin,1,5,18,2,Rogue,1,4,14,2,Artificer,1,4,18,2,Ranger,1,9,15,2,1,Peryton,2.0,13,33,0.7911719939117201
Ranger,1,9,12,2,Fighter,1,9,14,2,Fighter,1,6,16,2,Fighter,1,7,16,2,10,Reef Shark,0.5,12,22,0.0
Barbarian,2,22,16,2,Monk,2,14,11,2,Cleric,2,15,17,2,Barbarian,2,22,13,2,2,Owlbear,3.0,13,59,0.25737280992479483
Ranger,4,33,16,3,Fighter,4,38,13,3,Sorcerer,4,23,13,3,Ranger,4,35,16,3,10,Giant Crab,0.125,15,13,0.7122113141774431
Sorcerer,2,15,13,2,Fighter,2,23,15,2,Paladin,2,16,14,2,Warlock,2,20,12,2,1,Ogre,2.0,11,59,0.9405667385997806
Fighter,3,28,19,3,Bard,3,18,12,3,Monk,3,18,15,3,Ranger,3,23,15,3,1,Xvart Warlock of Raxivort,1.0,12,22,0.9932975003237923
Fighter,4,24,14,3,Barbarian,4,31,16,3,Paladin,4,31,17,3,Paladin,4,33,19,3,10,Skeleton,0.25,13,13,0.0
Paladin,2,15,17,2,Ranger,2,13,12,2,Artificer,2,22,18,2,Artificer,2,19,13,2,2,Basilisk,3.0,15,52,0.29880637155625733
Warlock,2,14,11,2,Warlock,2,20,15,2,Ranger,2,17,17,2,Druid,2,16,12,2,10,Ox,0.25,10,15,0.0
Warlock,4,28,15,3,Sorcerer,4,26,11,3,Monk,4,26,15,3,Bard,4,27,16,3,10,Giant Crab,0.125,15,13,0.5815694804477946
Druid,1,8,12,2,Ranger,1,12,15,2,Sorcerer,1,7,12,2,Bard,1,10,12,2,2,Dryad,1.0,11,22,0.689094107299912
Artificer,2,12,17,2,Warlock,2,21,12,2,Rogue,2,17,14,2,Artificer,2,10,13,2,10,Winged Kobold,0.25,13,7,0.04645040229721662
Fighter,4,41,19,3,Cleric,4,31,20,3,Bard,4,36,15,3,Sorcerer,4,16,13,3,6,Rug of Smothering,2.0,12,33,0.6624544719358
Paladin,4,40,19,3,Fighter,4,37,18,3,Bard,4,25,12,3,Artificer,4,34,18,3,2,Annis Hag,6.0,17,90,0.0
Wizzard,2,15,11,2,Barbarian,2,25,16,2,Ranger,2,18,17,2,Monk,2,15,11,2,2,Ogre Bolt Launcher,2.0,13,59,0.3800647249190939
Bard,1,8,12,2,Cleric,1,7,16,2,Cleric,1,8,18,2,Sorcerer,1,5,13,2,10,Baboon,0.0,12,3,1.0
Cleric,2,9,14,2,Artificer,2,11,17,2,Fighter,2,15,17,2,Rogue,2,16,16,2,1,Sword Wraith Warrior,3.0,16,45,0.7864897064430042
Rogue,1,10,13,2,Cleric,1,9,17,2,Bard,1,8,13,2,Sorcerer,1,6,15,2,1,Specter,1.0,12,22,0.8268876611418048
Fighter,3,22,16,3,Bard,3,24,14,3,Cleric,3,27,12,3,Artificer,3,29,18,3,10,Raven,0.0,12,1,1.0
Fighter,3,29,15,3,Barbarian,3,37,15,3,Cleric,3,27,15,3,Druid,3,26,15,3,10,Giant Sea Horse,0.5,13,16,0.848891566020911
Artificer,3,20,14,3,Artificer,3,24,13,3,Druid,3,21,13,3,Ranger,3,27,13,3,10,Swarm of Bats,0.25,12,22,0.5512224286230288
Artificer,1,7,17,2,Rogue,1,7,11,2,Fighter,1,10,13,2,Warlock,1,8,11,2,10,Deep Gnome (Svirfneblin),0.5,15,16,0.0
Artificer,1,4,13,2,Paladin,1,11,19,2,Artificer,1,5,16,2,Ranger,1,12,15,2,10,Tribal Warrior,0.125,12,11,0.0
Artificer,2,13,18,2,Wizzard,2,11,13,2,Ranger,2,18,14,2,Cleric,2,13,13,2,1,Bulette,5.0,17,94,0.0
Bard,2,14,12,2,Druid,2,17,13,2,Barbarian,2,22,15,2,Monk,2,17,16,2,10,Awakened Shrub,0.0,9,10,1.0
Cleric,3,18,17,3,Artificer,3,17,16,3,Monk,3,20,12,3,Cleric,3,26,15,3,2,Wereboar,4.0,10,78,0.9635356587890979
Sorcerer,2,17,13,2,Cleric,2,14,15,2,Monk,2,18,13,2,Paladin,2,22,19,2,10,Lizardfolk,0.5,15,22,0.0
Paladin,5,39,16,3,Paladin,5,32,14,3,Barbarian,5,45,12,3,Warlock,5,40,15,3,1,Duergar Despot,12.0,21,119,0.0
Monk,4,27,13,3,Monk,4,26,11,3,Fighter,4,29,12,3,Monk,4,26,12,3,5,Awakened Tree,2.0,13,59,0.0
Cleric,2,17,13,2,Cleric,2,21,18,2,Fighter,2,17,17,2,Sorcerer,2,13,12,2,10,Weasel,0.0,13,1,0.0
Sorcerer,5,28,14,3,Warlock,5,36,11,3,Paladin,5,47,19,3,Cleric,5,47,17,3,11,Clockwork Bronze Scout,1.0,13,36,0.0
Wizzard,4,23,14,3,Monk,4,28,11,3,Wizzard,4,23,13,3,Cleric,4,29,18,3,4,Giff,3.0,16,60,0.0
Monk,5,31,16,3,Wizzard,5,35,13,3,Fighter,5,37,14,3,Cleric,5,41,19,3,10,Noble,0.125,15,9,0.8513054623409545
Druid,5,29,15,3,Bard,5,39,13,3,Wizzard,5,25,14,3,Warlock,5,48,13,3,1,Hezrou,8.0,16,136,0.4893230824991484
Barbarian,4,41,12,3,Monk,4,32,14,3,Warlock,4,25,15,3,Ranger,4,47,12,3,3,Yuan-ti Malison (Type 1),3.0,12,66,0.7798043700317672
Paladin,3,29,15,3,Warlock,3,19,16,3,Warlock,3,22,15,3,Artificer,3,26,13,3,10,Scout,0.5,13,16,0.0
Warlock,1,9,11,2,Monk,1,5,13,2,Fighter,1,13,12,2,Warlock,1,6,11,2,10,Troglodyte,0.25,11,13,0.0
Rogue,1,7,12,2,Bard,1,4,16,2,Artificer,1,8,14,2,Cleric,1,8,17,2,10,Swarm of Spiders,0.5,12,22,0.0
Sorcerer,4,23,11,3,Cleric,4,25,16,3,Ranger,4,38,13,3,Fighter,4,46,17,3,5,Meenlock,2.0,15,31,0.7949579835947315
Warlock,4,34,15,3,Artificer,4,38,13,3,Bard,4,36,13,3,Monk,4,39,12,3,3,Owlbear,3.0,13,59,0.19529004774456374
Sorcerer,3,22,15,3,Wizzard,3,26,14,3,Wizzard,3,21,14,3,Druid,3,29,13,3,4,Quickling,1.0,16,10,0.9340923117551975
Cleric,3,17,13,3,Cleric,3,28,16,3,Barbarian,3,35,17,3,Warlock,3,27,15,3,3,Deathlock Wight,3.0,12,37,0.3250300416002029
Sorcerer,2,11,14,2,Cleric,2,19,15,2,Ranger,2,20,17,2,Fighter,2,17,13,2,1,Spectator,3.0,14,39,0.7593121472615906
Paladin,2,19,19,2,Druid,2,12,11,2,Barbarian,2,20,16,2,Barbarian,2,24,14,2,2,Orc Eye of Gruumsh,2.0,16,45,0.7483140655105974
Warlock,2,9,16,2,Fighter,2,24,15,2,Fighter,2,13,19,2,Sorcerer,2,14,15,2,1,Xorn,5.0,19,73,0.0
Paladin,1,13,19,2,Druid,1,10,11,2,Rogue,1,11,13,2,Warlock,1,6,11,2,10,Eagle,0.0,12,3,0.03663337735226147
Bard,4,23,15,3,Rogue,4,25,15,3,Artificer,4,33,14,3,Fighter,4,28,18,3,1,Ulitharid,9.0,15,127,0.436037745351077
Barbarian,1,12,15,2,Barbarian,1,13,16,2,Bard,1,8,16,2,Druid,1,7,13,2,10,Warhorse Skeleton,0.5,13,22,0.0
Cleric,2,12,15,2,Rogue,2,12,13,2,Paladin,2,16,18,2,Sorcerer,2,14,12,2,1,Druid,2.0,11,27,0.0
Warlock,2,17,14,2,Paladin,2,24,16,2,Druid,2,15,11,2,Bard,2,14,16,2,1,Deinonychus,1.0,13,26,1.0
Fighter,5,44,15,3,Warlock,5,29,12,3,Artificer,5,33,13,3,Warlock,5,45,11,3,6,Faerie Dragon (Green),2.0,15,14,1.0
Warlock,4,35,16,3,Paladin,4,45,14,3,Bard,4,35,12,3,Druid,4,33,12,3,5,Grung Wildling,1.0,16,27,0.5645697577276525
Cleric,5,36,13,3,Wizzard,5,31,13,3,Wizzard,5,43,13,3,Ranger,5,49,14,3,5,Knight,3.0,18,52,0.0
Ranger,3,25,14,3,Barbarian,3,27,15,3,Druid,3,21,13,3,Bard,3,21,16,3,4,Gibbering Mouther,2.0,9,67,0.13072501072501072
Rogue,1,9,11,2,Warlock,1,8,13,2,Paladin,1,13,15,2,Ranger,1,9,15,2,10,Cockatrice,0.5,11,27,0.0
Warlock,1,7,13,2,Rogue,1,7,15,2,Rogue,1,8,16,2,Bard,1,7,14,2,10,Firenewt Warrior,0.5,13,27,0.0
Fighter,3,30,15,3,Barbarian,3,30,12,3,Monk,3,19,16,3,Monk,3,14,15,3,10,Pixie,0.25,15,1,1.0
Rogue,5,45,11,3,Sorcerer,5,20,14,3,Wizzard,5,26,13,3,Warlock,5,46,14,3,1,Mouth of Grolantor,6.0,14,105,0.8537200507832702
Barbarian,2,22,14,2,Paladin,2,20,17,2,Sorcerer,2,13,14,2,Bard,2,16,12,2,1,Young Remorhaz,5.0,14,93,0.22373643754830952
Barbarian,5,55,15,3,Paladin,5,60,16,3,Cleric,5,34,16,3,Paladin,5,45,15,3,1,War Priest,9.0,18,117,0.8093001467786765
Wizzard,2,9,15,2,Rogue,2,17,15,2,Barbarian,2,26,17,2,Wizzard,2,13,14,2,2,Rhinoceros,2.0,11,45,0.6005102956126538
Fighter,2,14,13,2,Barbarian,2,23,13,2,Monk,2,10,12,2,Fighter,2,21,15,2,1,Invisible Stalker,6.0,14,104,0.7969936843205258
Barbarian,2,19,13,2,Wizzard,2,14,15,2,Monk,2,19,10,2,Warlock,2,15,16,2,1,Berbalang,2.0,14,49,0.7040489999457965
Cleric,4,22,16,3,Sorcerer,4,29,14,3,Monk,4,36,11,3,Sorcerer,4,21,14,3,4,Killer Whale,3.0,12,90,0.0
Monk,4,35,10,3,Rogue,4,38,16,3,Monk,4,25,12,3,Artificer,4,31,17,3,2,Bheur Hag,7.0,17,91,0.0
Monk,2,22,12,2,Monk,2,15,13,2,Ranger,2,15,17,2,Wizzard,2,9,11,2,1,Bugbear Chief,3.0,17,65,0.4972688558054412
Warlock,1,6,15,2,Artificer,1,6,13,2,Paladin,1,9,19,2,Barbarian,1,11,17,2,10,Giant Rat,0.125,12,7,0.0
Ranger,2,15,14,2,Ranger,2,24,16,2,Bard,2,13,16,2,Artificer,2,19,13,2,2,Awakened Tree,2.0,13,59,0.29889641518675103
Ranger,1,10,16,2,Bard,1,9,12,2,Ranger,1,8,13,2,Barbarian,1,9,14,2,1,Deep Scion,3.0,11,67,0.40703933747412
Sorcerer,3,24,14,3,Cleric,3,17,18,3,Paladin,3,30,14,3,Monk,3,22,16,3,2,Warlock of the Fiend,7.0,13,78,0.0
Rogue,5,31,15,3,Cleric,5,41,12,3,Wizzard,5,26,13,3,Fighter,5,33,13,3,4,Adult Oblex,5.0,14,75,0.0
Ranger,2,20,17,2,Cleric,2,13,13,2,Ranger,2,20,17,2,Artificer,2,17,13,2,10,Tridrone,0.5,15,16,0.0
Cleric,5,40,20,3,Sorcerer,5,28,14,3,Wizzard,5,26,15,3,Sorcerer,5,36,11,3,10,Reef Shark,0.5,12,22,0.7659193648914736
Artificer,3,25,15,3,Rogue,3,19,17,3,Cleric,3,22,14,3,Warlock,3,20,12,3,10,Slaad Tadpole,0.125,12,10,0.9269896625887468
Druid,1,8,13,2,Ranger,1,6,13,2,Paladin,1,10,17,2,Ranger,1,8,13,2,3,Death Dog,1.0,12,39,0.0
Fighter,5,37,14,3,Druid,5,36,13,3,Barbarian,5,48,13,3,Fighter,5,32,19,3,4,Duergar Screamer,3.0,15,38,0.8831330232778871
Wizzard,3,24,10,3,Artificer,3,19,16,3,Druid,3,24,12,3,Barbarian,3,31,14,3,10,Grung,0.25,12,11,0.6101981567500238
Wizzard,4,28,15,3,Wizzard,4,30,14,3,Paladin,4,32,19,3,Druid,4,34,16,3,3,Phase Spider,3.0,13,32,0.46590621908096475
Barbarian,4,47,12,3,Druid,4,21,14,3,Fighter,4,30,13,3,Artificer,4,22,13,3,10,Pseudodragon,0.25,13,7,0.9540205786108776
Fighter,3,30,12,3,Rogue,3,15,16,3,Barbarian,3,33,16,3,Bard,3,18,16,3,10,Camel,0.125,9,15,0.7895092226613967
Artificer,4,35,13,3,Barbarian,4,45,17,3,Wizzard,4,28,15,3,Rogue,4,38,11,3,1,Mind Flayer,7.0,15,71,0.7292525402114443
Monk,3,26,14,3,Monk,3,18,15,3,Barbarian,3,27,13,3,Ranger,3,27,13,3,10,Crab,0.0,11,2,1.0
Barbarian,5,45,17,3,Bard,5,44,12,3,Bard,5,39,13,3,Barbarian,5,59,15,3,1,Cloud Giant,9.0,14,200,0.5773749102088558
Paladin,4,36,18,3,Fighter,4,30,12,3,Bard,4,35,13,3,Wizzard,4,30,12,3,10,Smoke Mephit,0.25,12,22,0.20777777777777776
Sorcerer,3,23,12,3,Sorcerer,3,18,15,3,Monk,3,21,16,3,Ranger,3,26,13,3,3,Sea Hag,2.0,14,52,0.6150195946177294
Monk,2,11,15,2,Warlock,2,18,16,2,Sorcerer,2,11,14,2,Cleric,2,16,17,2,1,Allosaurus,2.0,13,51,0.5493487506645401
Artificer,5,30,18,3,Wizzard,5,33,13,3,Fighter,5,51,13,3,Bard,5,40,16,3,1,Githzerai Enlightened,10.0,18,112,0.5612720330469101
Fighter,4,40,19,3,Paladin,4,32,19,3,Warlock,4,35,12,3,Barbarian,4,44,12,3,1,Clay Golem,9.0,14,133,0.360173486890468
Artificer,4,37,17,3,Barbarian,4,32,16,3,Wizzard,4,26,15,3,Wizzard,4,22,13,3,10,Giant Centipede,0.25,13,4,0.46979968261510324
Artificer,4,36,14,3,Fighter,4,35,13,3,Sorcerer,4,27,14,3,Cleric,4,37,19,3,10,Dolphin,0.125,12,11,0.9251248007616394
Cleric,3,20,18,3,Barbarian,3,44,15,3,Artificer,3,31,17,3,Paladin,3,31,18,3,1,Clockwork Iron Cobra,4.0,13,91,0.947309634809635
Cleric,2,19,18,2,Druid,2,15,15,2,Warlock,2,14,16,2,Cleric,2,13,18,2,1,Berserker,2.0,13,67,1.0
Artificer,5,43,12,3,Cleric,5,44,15,3,Cleric,5,43,16,3,Druid,5,38,13,3,3,Dhergoloth,7.0,15,119,0.35012605949172254
Barbarian,2,18,14,2,Paladin,2,13,18,2,Ranger,2,18,16,2,Rogue,2,17,13,2,1,Gauth,6.0,15,52,0.912480199140077
Barbarian,1,12,13,2,Bard,1,10,14,2,Fighter,1,10,17,2,Artificer,1,5,15,2,10,Elk,0.25,10,13,0.0
Rogue,5,25,11,3,Paladin,5,39,16,3,Druid,5,37,15,3,Paladin,5,46,16,3,2,Helmed Horror,4.0,20,60,0.7896813863698082
Rogue,1,9,14,2,Barbarian,1,12,16,2,Wizzard,1,5,12,2,Druid,1,5,15,2,2,Maw Demon,1.0,13,33,0.2061786085150571
Monk,3,27,14,3,Paladin,3,25,19,3,Sorcerer,3,22,15,3,Wizzard,3,19,10,3,4,Awakened Tree,2.0,13,59,0.0
Rogue,5,46,11,3,Cleric,5,33,15,3,Cleric,5,49,17,3,Paladin,5,43,19,3,1,Meenlock,2.0,15,31,0.9869446264339213
Wizzard,3,17,11,3,Ranger,3,27,15,3,Paladin,3,31,17,3,Monk,3,31,15,3,2,Night Hag,5.0,17,112,0.030083234120439742
Ranger,1,8,17,2,Wizzard,1,6,12,2,Fighter,1,8,18,2,Artificer,1,7,17,2,1,Quetzalcoatlus,2.0,13,30,0.5531914893617021
Fighter,2,13,13,2,Artificer,2,18,15,2,Sorcerer,2,12,12,2,Bard,2,14,15,2,1,Hobgoblin Devastator,4.0,13,45,0.0
Wizzard,3,23,13,3,Druid,3,23,11,3,Cleric,3,26,17,3,Bard,3,18,13,3,10,Swarm of Ravens,0.25,12,24,0.0
Paladin,2,19,16,2,Artificer,2,15,16,2,Paladin,2,20,15,2,Monk,2,11,10,2,10,Jackal,0.0,12,3,1.0
Paladin,4,39,17,3,Ranger,4,32,17,3,Rogue,4,23,15,3,Druid,4,34,14,3,1,Quaggoth Thonot,3.0,13,45,1.0
Druid,2,16,14,2,Rogue,2,14,11,2,Sorcerer,2,12,13,2,Wizzard,2,13,15,2,10,Constrictor Snake,0.25,12,13,0.087438890551731
Monk,1,6,14,2,Druid,1,9,16,2,Wizzard,1,5,15,2,Sorcerer,1,7,15,2,1,Ankheg,2.0,14,39,0.3421426541631145
Artificer,3,25,13,3,Barbarian,3,41,17,3,Fighter,3,29,15,3,Druid,3,24,15,3,3,Bard,2.0,15,44,0.7319363041939092
Wizzard,1,5,12,2,Warlock,1,8,13,2,Ranger,1,11,13,2,Warlock,1,9,15,2,1,Wight,3.0,14,45,0.6166746526114041
Cleric,5,38,17,3,Warlock,5,30,14,3,Druid,5,42,16,3,Paladin,5,51,18,3,4,Ghost,4.0,11,45,0.973887996050945
Cleric,3,16,20,3,Fighter,3,29,14,3,Barbarian,3,37,16,3,Monk,3,23,13,3,10,Firenewt Warrior,0.5,13,27,0.3918804438098361
Wizzard,1,4,11,2,Druid,1,10,11,2,Cleric,1,8,17,2,Sorcerer,1,6,14,2,10,Scout,0.5,13,16,0.0
Rogue,2,16,15,2,Fighter,2,18,17,2,Wizzard,2,14,14,2,Bard,2,12,16,2,1,Fire Elemental,5.0,13,102,0.0
Artificer,4,39,12,3,Warlock,4,35,11,3,Ranger,4,34,17,3,Ranger,4,38,16,3,1,Wood Woad,5.0,18,75,0.984706400715097
Rogue,4,23,16,3,Druid,4,37,14,3,Paladin,4,45,16,3,Sorcerer,4,28,15,3,2,Mind Flayer Arcanist,8.0,15,71,0.44767386849229457
Artificer,1,8,13,2,Artificer,1,5,17,2,Artificer,1,9,12,2,Rogue,1,5,13,2,10,Awakened Shrub,0.0,9,10,1.0
Barbarian,1,10,13,2,Bard,1,8,14,2,Druid,1,6,15,2,Warlock,1,10,15,2,10,Giant Owl,0.25,12,19,0.0
Cleric,3,26,12,3,Artificer,3,21,16,3,Bard,3,25,15,3,Rogue,3,19,13,3,4,Half-Ogre (Ogrillon),1.0,12,30,0.26869027683500485
Paladin,4,43,15,3,Bard,4,29,15,3,Fighter,4,33,17,3,Rogue,4,36,13,3,10,Giant Fire Beetle,0.0,13,4,1.0
Cleric,4,37,18,3,Paladin,4,27,16,3,Cleric,4,24,19,3,Paladin,4,35,14,3,3,Lizardfolk Shaman,2.0,13,27,0.8813069837745748
Fighter,4,32,19,3,Wizzard,4,33,14,3,Sorcerer,4,29,15,3,Warlock,4,33,14,3,2,Barbed Devil,5.0,15,110,0.15755204640859624
Paladin,1,9,15,2,Cleric,1,6,13,2,Artificer,1,8,16,2,Druid,1,9,11,2,2,Bronze Dragon Wyrmling,2.0,17,32,0.0
Bard,4,30,13,3,Cleric,4,23,17,3,Fighter,4,40,18,3,Druid,4,37,16,3,4,Meazel,1.0,13,35,0.7030276761522487
Fighter,1,9,16,2,Druid,1,5,12,2,Rogue,1,11,16,2,Rogue,1,8,13,2,10,Vegepygmy,0.25,13,13,0.0
Artificer,3,25,16,3,Monk,3,21,14,3,Warlock,3,19,16,3,Warlock,3,24,15,3,3,Shadow Mastiff Alpha,3.0,12,44,0.9171021331312713
Druid,4,28,13,3,Fighter,4,30,13,3,Sorcerer,4,30,11,3,Monk,4,30,12,3,2,Githzerai Zerth,6.0,17,84,0.0
Druid,5,42,14,3,Warlock,5,29,15,3,Monk,5,29,12,3,Cleric,5,42,14,3,1,Couatl,4.0,19,97,1.0
Cleric,2,20,12,2,Fighter,2,16,14,2,Fighter,2,17,17,2,Sorcerer,2,14,10,2,2,Clockwork Bronze Scout,1.0,13,36,0.47258271547476627
Bard,2,15,15,2,Barbarian,2,22,15,2,Artificer,2,15,15,2,Monk,2,19,13,2,10,Myconid Adult,0.5,12,22,0.0
Warlock,2,14,14,2,Cleric,2,17,18,2,Ranger,2,24,15,2,Barbarian,2,23,13,2,1,Flail Snail,3.0,16,52,0.9582675223629263
Cleric,1,11,17,2,Wizzard,1,5,15,2,Artificer,1,6,18,2,Cleric,1,7,12,2,3,Tiger,1.0,12,37,0.0
Warlock,4,28,11,3,Druid,4,35,15,3,Fighter,4,36,13,3,Ranger,4,27,12,3,2,Mage,6.0,12,40,0.0
Druid,5,49,14,3,Ranger,5,56,14,3,Wizzard,5,29,11,3,Artificer,5,36,12,3,4,Centaur,2.0,12,45,0.30827101620547526
Monk,2,13,16,2,Artificer,2,12,17,2,Wizzard,2,16,11,2,Sorcerer,2,17,11,2,10,Giant Sea Horse,0.5,13,16,0.0
Fighter,2,19,14,2,Sorcerer,2,11,12,2,Artificer,2,19,13,2,Fighter,2,17,13,2,10,Male Steeder,0.25,12,13,0.0
Sorcerer,3,23,15,3,Warlock,3,21,15,3,Paladin,3,26,14,3,Druid,3,19,15,3,1,Wraith,5.0,13,67,1.0
Artificer,4,35,14,3,Barbarian,4,37,14,3,Monk,4,40,13,3,Bard,4,35,16,3,10,Drow,0.25,15,13,0.9617857910961358
Monk,3,30,14,3,Barbarian,3,32,13,3,Sorcerer,3,20,11,3,Wizzard,3,13,10,3,1,Rug of Smothering,2.0,12,33,0.9796025104602512
Rogue,5,41,12,3,Barbarian,5,48,16,3,Bard,5,48,13,3,Sorcerer,5,21,10,3,2,Autumn Eladrin,10.0,19,165,0.0
Monk,4,30,12,3,Barbarian,4,41,15,3,Bard,4,22,14,3,Cleric,4,31,17,3,5,Ogre Howdah,2.0,15,59,0.0737285054665786
Rogue,2,15,17,2,Paladin,2,20,17,2,Cleric,2,14,13,2,Warlock,2,8,12,2,10,Cat,0.0,12,2,1.0
Ranger,5,46,12,3,Paladin,5,46,17,3,Artificer,5,39,14,3,Rogue,5,47,16,3,2,Young Blue Dragon,9.0,18,152,0.0
Barbarian,1,15,12,2,Bard,1,5,13,2,Monk,1,6,14,2,Barbarian,1,12,15,2,10,Weasel,0.0,13,1,0.0
Warlock,5,37,12,3,Wizzard,5,32,14,3,Artificer,5,50,16,3,Paladin,5,44,19,3,4,Ettin,4.0,12,85,0.06983932547225034
Paladin,3,26,17,3,Barbarian,3,22,14,3,Bard,3,16,13,3,Monk,3,13,11,3,10,Boar,0.25,11,11,0.5784703310388242
Paladin,5,47,16,3,Barbarian,5,49,14,3,Cleric,5,35,17,3,Fighter,5,38,15,3,1,Summer Eladrin,10.0,19,165,0.5116746175124673
Rogue,2,17,15,2,Warlock,2,11,16,2,Ranger,2,19,17,2,Ranger,2,20,12,2,3,Goblin Boss,1.0,17,21,0.7890690822167619
Bard,4,36,12,3,Ranger,4,36,16,3,Warlock,4,41,16,3,Barbarian,4,35,14,3,2,Awakened Tree,2.0,13,59,0.7572402135646655
Wizzard,3,19,10,3,Wizzard,3,11,11,3,Paladin,3,23,16,3,Paladin,3,29,14,3,2,White Dragon Wyrmling,2.0,16,32,0.18676200921608146
Sorcerer,2,16,13,2,Cleric,2,18,20,2,Monk,2,17,14,2,Cleric,2,15,18,2,10,Weasel,0.0,13,1,0.0
Sorcerer,2,8,11,2,Sorcerer,2,13,15,2,Sorcerer,2,8,11,2,Artificer,2,12,14,2,10,Needle Blight,0.25,12,11,0.0
Sorcerer,2,10,13,2,Druid,2,17,14,2,Wizzard,2,13,11,2,Rogue,2,15,12,2,3,Yuan-ti Pureblood,1.0,11,40,1.0
Warlock,1,9,16,2,Ranger,1,13,15,2,Barbarian,1,7,14,2,Druid,1,10,15,2,10,Dretch,0.25,11,18,0.0
Rogue,5,46,15,3,Ranger,5,40,14,3,Monk,5,39,15,3,Bard,5,43,13,3,6,Duergar Hammerer,2.0,17,33,0.5228396329601052
Warlock,3,26,13,3,Paladin,3,22,14,3,Warlock,3,26,12,3,Artificer,3,24,17,3,2,Young Copper Dragon,7.0,17,119,0.0
Warlock,4,27,14,3,Paladin,4,35,14,3,Artificer,4,38,15,3,Artificer,4,30,12,3,10,Giant Crab,0.125,15,13,0.9231839046259491
Paladin,1,10,16,2,Bard,1,11,13,2,Cleric,1,7,12,2,Rogue,1,8,12,2,3,Hippogriff,1.0,11,19,0.0
Druid,1,7,13,2,Fighter,1,11,15,2,Cleric,1,8,20,2,Bard,1,5,12,2,1,Spy,1.0,12,27,0.8373038930854154
Bard,4,26,16,3,Wizzard,4,19,13,3,Cleric,4,22,13,3,Monk,4,28,15,3,1,Elephant,4.0,12,76,0.8166843457953723
Wizzard,4,19,12,3,Cleric,4,23,17,3,Artificer,4,27,16,3,Barbarian,4,46,17,3,10,Piercer,0.5,15,22,0.9420270029144114
