p1_class,p1_level,p1_hp,p1_ac,p1_avg_save,p2_class,p2_level,p2_hp,p2_ac,p2_avg_save,p3_class,p3_level,p3_hp,p3_ac,p3_avg_save,p4_class,p4_level,p4_hp,p4_ac,p4_avg_save,num_of_monsters,monster_name,monster_cr,monster_ac,monster_hp,dificulty
Druid,4,28,15,3,Wizzard,4,23,10,3,Monk,4,31,10,3,Druid,4,33,11,3,2,Werebear,5.0,10,135,0.8851359568774999
Bard,3,22,14,3,Monk,3,29,11,3,Artificer,3,23,12,3,Sorcerer,3,20,15,3,4,Peryton,2.0,13,33,0.9657164383580208
Warlock,4,22,16,3,Artificer,4,21,18,3,Fighter,4,29,17,3,Ranger,4,33,17,3,3,Yuan-ti Pit Master,5.0,14,88,0.8908181842884704
Sorcerer,3,22,12,3,Barbarian,3,33,17,3,Artificer,3,16,18,3,Barbarian,3,34,15,3,8,Hippogriff,1.0,11,19,0.11005027803933412
Warlock,4,30,12,3,Paladin,4,24,18,3,Monk,4,22,15,3,Sorcerer,4,28,12,3,2,Air Elemental Myrmidon,7.0,18,117,0.0
Druid,4,24,14,3,Artificer,4,31,18,3,Warlock,4,34,15,3,Ranger,4,30,14,3,10,Bullywug,0.25,15,11,0.41884664537512784
Druid,5,36,16,3,Artificer,5,45,13,3,Druid,5,29,14,3,Sorcerer,5,33,10,3,10,Hobgoblin,0.5,18,11,1.0
Paladin,4,39,16,3,Rogue,4,28,16,3,Sorcerer,4,24,14,3,Cleric,4,30,12,3,2,Otyugh,5.0,14,114,0.27481986336922537
Artificer,3,22,18,3,Barbarian,3,34,16,3,Artificer,3,28,14,3,Druid,3,33,16,3,10,Bat,0.0,12,1,1.0
Artificer,5,45,12,3,Barbarian,5,57,17,3,Warlock,5,38,11,3,Sorcerer,5,31,15,3,10,Sacred Statue,-1.0,19,95,0.0
Ranger,5,34,12,3,Monk,5,31,14,3,Barbarian,5,61,12,3,Bard,5,39,13,3,2,Balhannoth,11.0,17,114,0.0
Rogue,4,41,13,3,Rogue,4,39,14,3,Sorcerer,4,35,13,3,Warlock,4,23,12,3,10,Stench Kow,0.5,10,15,0.05430375115312528
Ranger,5,46,14,3,Rogue,5,43,13,3,Artificer,5,38,13,3,Paladin,5,53,17,3,2,Githzerai Zerth,6.0,17,84,0.4170028869065829
Cleric,3,22,14,3,Warlock,3,30,15,3,Bard,3,20,12,3,Paladin,3,26,18,3,1,Quaggoth Thonot,3.0,13,45,0.9247601179308497
Paladin,2,18,15,2,Paladin,2,20,19,2,Artificer,2,9,12,2,Artificer,2,18,14,2,10,Jackalwere,0.5,12,18,0.041043083900226755
Paladin,5,36,16,3,Sorcerer,5,43,15,3,Fighter,5,46,14,3,Sorcerer,5,24,12,3,1,White Abishai,6.0,15,68,0.9174078441206442
Sorcerer,1,4,11,2,Monk,1,8,13,2,Barbarian,1,11,17,2,Artificer,1,8,15,2,10,Blink Dog,0.25,13,22,0.0
Bard,1,10,14,2,Paladin,1,8,16,2,Fighter,1,12,12,2,Sorcerer,1,6,12,2,10,Giant Bat,0.25,13,22,0.0
Artificer,3,25,18,3,Monk,3,20,16,3,Ranger,3,28,17,3,Rogue,3,23,14,3,10,Guard,0.125,16,11,0.0
Rogue,3,30,13,3,Barbarian,3,26,16,3,Fighter,3,27,18,3,Monk,3,22,13,3,10,Commoner,0.0,10,4,0.9109418065939806
Fighter,1,8,14,2,Artificer,1,10,13,2,Bard,1,7,13,2,Wizzard,1,8,10,2,10,Mastiff,0.125,12,5,0.0
Warlock,3,22,14,3,Bard,3,24,13,3,Fighter,3,25,15,3,Wizzard,3,11,10,3,8,Swarm of Quippers,1.0,13,28,0.0
Paladin,1,6,19,2,Wizzard,1,7,10,2,Cleric,1,8,12,2,Artificer,1,10,16,2,1,Werewolf,3.0,11,58,0.7708240534521158
Paladin,1,10,17,2,Ranger,1,10,13,2,Cleric,1,7,17,2,Druid,1,5,12,2,1,Redcap,3.0,14,45,0.49736842105263157
Monk,1,5,13,2,Artificer,1,10,15,2,Paladin,1,8,18,2,Monk,1,9,11,2,10,Boar,0.25,11,11,0.0
Bard,5,32,13,3,Warlock,5,30,13,3,Monk,5,33,15,3,Barbarian,5,43,13,3,4,Lamia,4.0,13,97,0.22166478755347518
Ranger,2,21,17,2,Barbarian,2,21,16,2,Monk,2,19,15,2,Cleric,2,13,19,2,1,Faerie Dragon (Red),1.0,15,14,1.0
Bard,1,10,16,2,Cleric,1,9,15,2,Paladin,1,11,19,2,Barbarian,1,8,15,2,1,Bulezau,3.0,14,52,0.5339984708110078
Sorcerer,4,32,13,3,Bard,4,33,13,3,Barbarian,4,40,15,3,Ranger,4,30,17,3,1,Vrock,6.0,15,104,0.855952893867586
Cleric,4,21,19,3,Paladin,4,28,18,3,Ranger,4,32,15,3,Ranger,4,31,13,3,3,Green Dragon Wyrmling,2.0,17,38,0.218176520995938
Fighter,3,28,17,3,Cleric,3,31,20,3,Rogue,3,28,14,3,Wizzard,3,19,10,3,3,Deathlock,4.0,12,36,0.3789415635989295
Warlock,4,31,13,3,Bard,4,27,13,3,Sorcerer,4,20,15,3,Sorcerer,4,30,13,3,3,Bronze Dragon Wyrmling,2.0,17,32,0.2766183625706383
Ranger,2,14,13,2,Warlock,2,13,13,2,Ranger,2,13,15,2,Cleric,2,14,14,2,2,Hobgoblin Iron Shadow,2.0,15,32,0.0
Warlock,2,14,12,2,Artificer,2,20,16,2,Druid,2,15,11,2,Bard,2,16,16,2,10,Cultist,0.125,12,9,0.7759670851713607
Ranger,1,8,16,2,Wizzard,1,6,13,2,Ranger,1,13,12,2,Wizzard,1,9,13,2,10,Kenku,0.25,13,13,0.0
Ranger,5,59,16,3,Fighter,5,43,16,3,Fighter,5,50,17,3,Warlock,5,45,13,3,4,Deathlock Wight,3.0,12,37,0.7403430064723981
Druid,2,17,15,2,Sorcerer,2,12,14,2,Monk,2,14,10,2,Sorcerer,2,15,11,2,3,Hippogriff,1.0,11,19,0.7779776778277527
Bard,4,31,16,3,Rogue,4,23,13,3,Ranger,4,34,12,3,Paladin,4,36,17,3,1,Lion,1.0,12,26,0.982585670856105
Rogue,4,29,12,3,Wizzard,4,19,11,3,Artificer,4,39,14,3,Fighter,4,24,17,3,10,Badger,0.0,10,3,1.0
Rogue,1,4,17,2,Bard,1,5,14,2,Ranger,1,11,12,2,Paladin,1,9,18,2,1,Merrenoloth,3.0,13,40,0.8798206699058753
Warlock,1,9,15,2,Ranger,1,7,16,2,Monk,1,7,10,2,Bard,1,7,13,2,10,Homunculus,0.0,13,5,1.0
Ranger,5,46,16,3,Monk,5,28,10,3,Wizzard,5,30,15,3,Rogue,5,37,17,3,6,Ogre Zombie,2.0,8,85,0.21006525150356842
Sorcerer,1,5,13,2,Druid,1,7,12,2,Paladin,1,5,19,2,Bard,1,9,15,2,1,Rutterkin,2.0,12,37,0.7820311296039449
Warlock,3,20,13,3,Wizzard,3,24,15,3,Cleric,3,20,20,3,Bard,3,24,13,3,10,Ape,0.5,12,19,0.0
Ranger,4,38,17,3,Bard,4,34,14,3,Cleric,4,34,16,3,Druid,4,33,13,3,10,Swarm of Centipedes,0.5,12,22,0.0
Wizzard,4,25,13,3,Wizzard,4,16,14,3,Wizzard,4,18,15,3,Warlock,4,22,12,3,10,Wolf,0.25,13,11,0.0
Cleric,5,41,13,3,Sorcerer,5,40,13,3,Bard,5,48,14,3,Sorcerer,5,29,13,3,6,Mummy,3.0,11,58,0.19110190080929443
Monk,5,40,11,3,Artificer,5,45,17,3,Monk,5,31,14,3,Bard,5,38,12,3,9,Cult Fanatic,2.0,13,33,0.61384265361888
Artificer,5,42,14,3,Druid,5,48,15,3,Artificer,5,32,18,3,Warlock,5,28,12,3,10,Thug,0.5,11,32,0.98984126984127
Fighter,5,45,12,3,Sorcerer,5,35,11,3,Wizzard,5,30,12,3,Ranger,5,52,17,3,1,Drow Elite Warrior,5.0,18,71,0.9749534281430324
Ranger,1,5,15,2,Druid,1,10,11,2,Wizzard,1,7,14,2,Sorcerer,1,7,13,2,1,Stone Cursed,1.0,17,19,0.6024390243902439
Artificer,2,20,17,2,Druid,2,15,11,2,Druid,2,11,15,2,Sorcerer,2,9,15,2,10,Scorpion,0.0,11,1,0.0
Artificer,3,25,13,3,Wizzard,3,24,13,3,Rogue,3,17,16,3,Rogue,3,18,14,3,10,Guard,0.125,16,11,0.0
Monk,3,24,11,3,Barbarian,3,42,16,3,Rogue,3,21,12,3,Artificer,3,20,16,3,10,Grimlock,0.25,11,11,0.649513381995134
Wizzard,5,35,14,3,Barbarian,5,58,14,3,Artificer,5,49,15,3,Artificer,5,37,15,3,1,Galeb Duhr,6.0,16,85,0.9776847099733222
Cleric,5,38,19,3,Druid,5,30,16,3,Fighter,5,54,19,3,Druid,5,49,13,3,4,Orc Eye of Gruumsh,2.0,16,45,0.9721687868909307
Monk,3,16,15,3,Cleric,3,22,16,3,Wizzard,3,23,11,3,Wizzard,3,17,13,3,1,Quaggoth Thonot,3.0,13,45,0.8511327338234639
Druid,3,26,15,3,Ranger,3,30,17,3,Cleric,3,26,18,3,Ranger,3,30,16,3,1,Yuan-ti Abomination,7.0,15,127,0.6338369963369964
Sorcerer,2,13,12,2,Warlock,2,16,16,2,Cleric,2,16,13,2,Monk,2,17,16,2,1,Triceratops,5.0,13,95,0.0
Barbarian,2,30,14,2,Paladin,2,24,18,2,Monk,2,18,10,2,Warlock,2,13,16,2,1,Incubus,4.0,15,66,0.9732234809474769
Sorcerer,2,12,13,2,Fighter,2,24,14,2,Artificer,2,9,13,2,Fighter,2,15,18,2,1,Mouth of Grolantor,6.0,14,105,0.0
Sorcerer,5,22,12,3,Sorcerer,5,24,14,3,Ranger,5,40,12,3,Barbarian,5,66,12,3,7,Giant Constrictor Snake,2.0,12,60,0.6302308802308803
Paladin,4,28,16,3,Wizzard,4,27,15,3,Druid,4,29,11,3,Warlock,4,26,14,3,2,Blackguard,8.0,18,119,0.0
Druid,4,43,15,3,Monk,4,31,15,3,Druid,4,31,15,3,Sorcerer,4,16,12,3,10,Cockatrice,0.5,11,27,1.0
Fighter,3,34,17,3,Monk,3,29,10,3,Artificer,3,23,16,3,Druid,3,23,11,3,10,Pteranodon,0.25,13,13,0.9168603061985009
Bard,5,44,12,3,Druid,5,41,12,3,Wizzard,5,24,14,3,Barbarian,5,37,15,3,1,Mind Flayer,7.0,15,71,1.0
Warlock,2,11,13,2,Paladin,2,20,17,2,Druid,2,12,12,2,Sorcerer,2,11,15,2,1,Sword Wraith Warrior,3.0,16,45,1.0
Monk,5,34,11,3,Druid,5,38,14,3,Artificer,5,47,15,3,Ranger,5,55,13,3,4,Water Weird,3.0,13,58,0.8075226768907015
Monk,5,44,14,3,Ranger,5,43,13,3,Warlock,5,47,16,3,Wizzard,5,26,11,3,9,Berbalang,2.0,14,49,0.0
Warlock,3,14,11,3,Artificer,3,27,14,3,Sorcerer,3,23,12,3,Sorcerer,3,13,10,3,1,Nothic,2.0,15,45,0.8583485522627388
Cleric,3,25,20,3,Wizzard,3,19,11,3,Rogue,3,28,12,3,Warlock,3,28,13,3,1,Draegloth,7.0,15,123,0.09922940945397409
Rogue,3,24,12,3,Rogue,3,20,13,3,Monk,3,23,11,3,Druid,3,26,15,3,1,Maurezhi,7.0,15,88,0.7759111640753957
Wizzard,3,12,14,3,Barbarian,3,27,13,3,Cleric,3,28,15,3,Druid,3,16,16,3,2,Air Elemental,5.0,15,90,0.0
Artificer,4,21,14,3,Cleric,4,35,15,3,Artificer,4,41,14,3,Ranger,4,40,12,3,3,Ogre Battering Ram,4.0,11,76,0.0
Wizzard,3,19,14,3,Druid,3,25,15,3,Paladin,3,27,14,3,Cleric,3,19,14,3,1,Knight,3.0,18,52,0.0
Druid,2,12,15,2,Druid,2,18,11,2,Bard,2,10,15,2,Monk,2,14,10,2,10,Bullywug,0.25,15,11,0.0
Warlock,3,26,15,3,Barbarian,3,28,13,3,Sorcerer,3,17,15,3,Paladin,3,33,15,3,5,Ogre Howdah,2.0,15,59,0.0
Wizzard,5,33,13,3,Paladin,5,42,17,3,Sorcerer,5,31,11,3,Cleric,5,42,19,3,1,Morkoth,11.0,17,165,0.46619543899686183
Ranger,4,38,17,3,Warlock,4,25,12,3,Cleric,4,26,13,3,Ranger,4,36,14,3,2,Mammoth,6.0,13,126,0.0723828934281662
Wizzard,5,34,10,3,Rogue,5,39,12,3,Sorcerer,5,23,15,3,Warlock,5,43,12,3,10,Giant Bat,0.25,13,22,0.7017096718921185
Druid,3,22,14,3,Sorcerer,3,14,10,3,Artificer,3,24,16,3,Monk,3,23,12,3,2,Vampire Spawn,5.0,15,82,0.615746249386079
Bard,3,30,15,3,Artificer,3,19,13,3,Ranger,3,22,14,3,Artificer,3,26,17,3,10,Giant Sea Horse,0.5,13,16,0.9280929128405115
Rogue,1,6,11,2,Paladin,1,7,16,2,Rogue,1,8,14,2,Warlock,1,10,16,2,1,Yuan-ti Malison (Type 3),3.0,12,66,0.45404867960547246
Warlock,2,16,11,2,Warlock,2,20,15,2,Sorcerer,2,13,11,2,Druid,2,18,16,2,1,Shambling Mound,5.0,15,136,0.0
Cleric,3,16,19,3,Druid,3,27,15,3,Rogue,3,16,15,3,Monk,3,17,13,3,2,Grung Elite Warrior,2.0,13,49,1.0
Barbarian,4,29,16,3,Barbarian,4,49,14,3,Rogue,4,35,13,3,Paladin,4,33,19,3,10,Poisonous Snake,0.125,13,2,0.1518336108967897
Artificer,4,30,17,3,Druid,4,27,16,3,Monk,4,23,10,3,Cleric,4,32,14,3,2,Giant Crocodile,5.0,14,85,0.0
Sorcerer,3,22,10,3,Druid,3,26,15,3,Paladin,3,28,14,3,Artificer,3,19,14,3,2,Giant Strider,1.0,14,22,1.0
Sorcerer,1,7,10,2,Druid,1,7,14,2,Warlock,1,6,14,2,Sorcerer,1,6,11,2,1,Illusionist Wizard,3.0,12,44,0.0
Ranger,5,34,16,3,Artificer,5,32,13,3,Artificer,5,35,14,3,Wizzard,5,28,14,3,15,Giant Hyena,1.0,12,45,0.0
Cleric,5,27,15,3,Paladin,5,46,16,3,Sorcerer,5,23,11,3,Monk,5,51,16,3,6,Leucrotta,3.0,14,67,0.7046278045474899
Monk,5,40,12,3,Wizzard,5,34,15,3,Monk,5,47,14,3,Sorcerer,5,36,11,3,6,Lizardfolk Shaman,2.0,13,27,0.658298793109343
Monk,4,25,10,3,Monk,4,35,13,3,Fighter,4,36,13,3,Warlock,4,24,12,3,1,Ettercap,2.0,13,44,0.9385023321193535
Wizzard,2,10,14,2,Wizzard,2,12,10,2,Artificer,2,14,15,2,Paladin,2,13,16,2,2,Spectator,3.0,14,39,0.0
Ranger,2,20,16,2,Barbarian,2,19,12,2,Bard,2,13,13,2,Bard,2,18,13,2,10,Cultist,0.125,12,9,0.16874601471040668
Bard,2,16,15,2,Ranger,2,13,12,2,Druid,2,12,15,2,Druid,2,16,12,2,1,Bugbear,1.0,16,27,1.0
Druid,5,41,12,3,Cleric,5,36,17,3,Rogue,5,27,17,3,Barbarian,5,48,13,3,9,Ankheg,2.0,14,39,0.045920753375483125
Fighter,2,19,15,2,Warlock,2,19,13,2,Paladin,2,22,17,2,Wizzard,2,11,10,2,1,Yuan-ti Malison (Type 1),3.0,12,66,0.8569804348855938
Ranger,4,32,16,3,Druid,4,23,15,3,Fighter,4,41,18,3,Rogue,4,38,16,3,4,Quasit,1.0,13,7,1.0
Cleric,4,23,20,3,Ranger,4,33,16,3,Artificer,4,22,17,3,Ranger,4,32,16,3,10,Hyena,0.0,11,5,0.37088534260105366
Sorcerer,5,36,12,3,Warlock,5,38,16,3,Bard,5,38,15,3,Rogue,5,44,16,3,10,Bat,0.0,12,1,1.0
Artificer,3,18,14,3,Ranger,3,29,12,3,Fighter,3,34,12,3,Fighter,3,31,19,3,4,Duergar Xarrorn,2.0,18,26,0.0
Druid,2,18,14,2,Artificer,2,14,16,2,Rogue,2,21,13,2,Druid,2,17,13,2,3,Yuan-ti Broodguard,2.0,14,45,1.0
Rogue,2,12,14,2,Wizzard,2,10,14,2,Barbarian,2,24,17,2,Rogue,2,17,17,2,10,Raven,0.0,12,1,1.0
Sorcerer,1,6,15,2,Wizzard,1,8,10,2,Sorcerer,1,7,12,2,Sorcerer,1,4,10,2,1,Duergar Mind Master,2.0,14,39,0.0
Sorcerer,4,26,15,3,Druid,4,36,14,3,Fighter,4,29,13,3,Sorcerer,4,16,11,3,1,Air Elemental Myrmidon,7.0,18,117,0.5661329729719302
Ranger,4,45,14,3,Druid,4,31,16,3,Sorcerer,4,25,10,3,Druid,4,29,14,3,2,Warlock of the Fiend,7.0,13,78,0.0
Druid,1,7,15,2,Druid,1,9,12,2,Ranger,1,7,13,2,Druid,1,9,16,2,1,Giff,3.0,16,60,0.0
Warlock,5,30,11,3,Cleric,5,32,18,3,Barbarian,5,62,13,3,Warlock,5,49,16,3,2,Remorhaz,11.0,17,195,0.0
Artificer,5,36,14,3,Paladin,5,53,16,3,Artificer,5,31,12,3,Bard,5,34,15,3,2,Allosaurus,2.0,13,51,0.9506997882505841
Ranger,2,16,14,2,Artificer,2,13,15,2,Cleric,2,16,12,2,Druid,2,16,13,2,1,Water Elemental Myrmidon,7.0,18,127,0.3182692307692308
Rogue,5,34,11,3,Cleric,5,36,16,3,Sorcerer,5,25,14,3,Monk,5,33,12,3,3,Flameskull,4.0,13,40,0.11600920034323091
Rogue,4,29,14,3,Cleric,4,29,12,3,Warlock,4,28,12,3,Wizzard,4,17,10,3,10,Giant Poisonous Snake,0.25,14,11,0.0
Wizzard,2,15,10,2,Sorcerer,2,9,11,2,Cleric,2,20,18,2,Cleric,2,13,15,2,1,Transmuter Wizard,5.0,12,49,0.5317617866004963
Paladin,1,9,16,2,Bard,1,11,14,2,Sorcerer,1,7,12,2,Fighter,1,7,18,2,2,Ogre Zombie,2.0,8,85,0.0
Fighter,3,33,14,3,Druid,3,22,15,3,Druid,3,21,16,3,Ranger,3,34,12,3,10,Axe Beak,0.25,11,19,0.8496590909090909
Druid,5,43,14,3,Sorcerer,5,35,10,3,Barbarian,5,53,13,3,Fighter,5,41,16,3,14,Copper Dragon Wyrmling,1.0,16,22,0.0
Fighter,4,39,13,3,Monk,4,37,14,3,Monk,4,39,13,3,Monk,4,27,15,3,10,Tridrone,0.5,15,16,0.0
Druid,2,18,11,2,Bard,2,8,13,2,Monk,2,16,14,2,Rogue,2,19,14,2,1,Bulette,5.0,17,94,0.0
Bard,2,18,15,2,Rogue,2,12,13,2,Bard,2,13,15,2,Cleric,2,18,12,2,3,Fire Snake,1.0,14,22,0.32606501110438113
Druid,4,34,16,3,Artificer,4,26,13,3,Barbarian,4,46,12,3,Bard,4,28,16,3,1,Oni,7.0,16,110,1.0
Cleric,1,6,13,2,Warlock,1,8,11,2,Rogue,1,6,12,2,Fighter,1,12,14,2,10,Giant Sea Horse,0.5,13,16,0.0
Barbarian,3,36,15,3,Wizzard,3,22,13,3,Cleric,3,21,18,3,Bard,3,19,15,3,2,Tlincalli,5.0,15,85,0.32994334222567606
Fighter,1,7,18,2,Ranger,1,6,15,2,Bard,1,8,13,2,Paladin,1,10,19,2,10,Eagle,0.0,12,3,0.16082299289426236
Bard,1,9,12,2,Bard,1,4,14,2,Cleric,1,6,12,2,Paladin,1,13,17,2,1,Phase Spider,3.0,13,32,0.7779589864395517
Fighter,3,32,13,3,Barbarian,3,36,15,3,Paladin,3,19,14,3,Barbarian,3,30,16,3,8,Vargouille,1.0,12,18,0.05322361603108688
Cleric,1,7,20,2,Wizzard,1,4,10,2,Sorcerer,1,5,13,2,Rogue,1,5,17,2,10,Swarm of Spiders,0.5,12,22,0.0
Druid,1,5,12,2,Barbarian,1,13,16,2,Monk,1,7,12,2,Cleric,1,7,16,2,10,Noble,0.125,15,9,0.0
Artificer,3,19,18,3,Rogue,3,15,17,3,Monk,3,21,11,3,Druid,3,19,11,3,10,Camel,0.125,9,15,1.0
Monk,2,15,15,2,Fighter,2,17,18,2,Monk,2,16,14,2,Monk,2,18,12,2,1,Xorn,5.0,19,73,0.14207628707303116
Druid,3,18,16,3,Warlock,3,19,13,3,Bard,3,20,13,3,Fighter,3,29,12,3,4,Ogre Bolt Launcher,2.0,13,59,0.0
Fighter,2,17,16,2,Wizzard,2,12,12,2,Sorcerer,2,10,11,2,Wizzard,2,12,10,2,10,Male Steeder,0.25,12,13,0.0
Cleric,5,29,12,3,Artificer,5,39,13,3,Rogue,5,46,16,3,Barbarian,5,44,16,3,1,Vargouille,1.0,12,18,1.0
Ranger,1,12,16,2,Paladin,1,13,18,2,Bard,1,9,12,2,Cleric,1,5,13,2,1,Faerie Dragon (Yellow),1.0,15,14,1.0
Bard,4,27,14,3,Warlock,4,17,11,3,Druid,4,30,16,3,Artificer,4,33,18,3,10,Gnoll,0.5,15,22,0.96545612589323
Sorcerer,3,17,10,3,Wizzard,3,22,13,3,Wizzard,3,20,13,3,Bard,3,21,12,3,10,Gnoll,0.5,15,22,0.0
Cleric,2,17,18,2,Warlock,2,18,16,2,Wizzard,2,11,10,2,Ranger,2,20,15,2,10,Shrieker,0.0,5,13,1.0
Ranger,3,24,12,3,Wizzard,3,16,10,3,Paladin,3,29,18,3,Sorcerer,3,19,10,3,3,Knight,3.0,18,52,0.0
Artificer,3,18,18,3,Artificer,3,18,16,3,Fighter,3,19,16,3,Barbarian,3,40,16,3,2,Clockwork Iron Cobra,4.0,13,91,0.7834507680251493
Paladin,3,32,17,3,Rogue,3,25,15,3,Paladin,3,24,17,3,Cleric,3,23,17,3,1,Catoblepas,5.0,14,84,0.6174115313332561
Sorcerer,5,32,11,3,Druid,5,30,15,3,Barbarian,5,54,12,3,Artificer,5,36,15,3,13,Quasit,1.0,13,7,0.7628136356607129
Cleric,5,33,19,3,Artificer,5,31,15,3,Paladin,5,44,16,3,Cleric,5,42,15,3,3,Salamander,5.0,15,90,0.0
Paladin,2,12,18,2,Bard,2,14,14,2,Monk,2,16,16,2,Bard,2,17,15,2,10,Camel,0.125,9,15,0.19246501707848643
Bard,2,14,16,2,Bard,2,17,13,2,Wizzard,2,10,13,2,Sorcerer,2,12,14,2,2,Faerie Dragon (Orange),1.0,15,14,1.0
Wizzard,2,13,15,2,Rogue,2,8,11,2,Barbarian,2,22,14,2,Monk,2,18,11,2,1,Peryton,2.0,13,33,0.9795388964994607
Warlock,4,27,14,3,Bard,4,26,12,3,Monk,4,35,15,3,Wizzard,4,18,15,3,4,Quaggoth,2.0,13,45,0.053211899438314524
Paladin,4,38,14,3,Artificer,4,24,17,3,Paladin,4,29,15,3,Monk,4,34,11,3,1,Cloud Giant,9.0,14,200,0.0
Bard,3,23,12,3,Paladin,3,24,16,3,Paladin,3,26,14,3,Monk,3,25,12,3,1,Wraith,5.0,13,67,0.818910747050452
Ranger,2,14,17,2,Warlock,2,20,15,2,Druid,2,12,11,2,Cleric,2,9,12,2,1,Young Brass Dragon,6.0,17,110,0.0
Cleric,3,17,16,3,Paladin,3,35,18,3,Sorcerer,3,18,14,3,Artificer,3,31,12,3,2,Stegosaurus,4.0,13,76,0.46905584281353696
Monk,3,29,13,3,Artificer,3,14,14,3,Artificer,3,27,18,3,Rogue,3,20,12,3,1,Young Black Dragon,7.0,18,127,0.0
Sorcerer,4,26,10,3,Sorcerer,4,13,10,3,Barbarian,4,50,14,3,Wizzard,4,32,14,3,2,Swarm of Quippers,1.0,13,28,0.8979053664166187
Barbarian,2,26,16,2,Sorcerer,2,13,11,2,Artificer,2,12,12,2,Paladin,2,25,15,2,1,Clockwork Oaken Bolter,5.0,16,117,0.0
Barbarian,2,22,13,2,Ranger,2,13,12,2,Artificer,2,12,14,2,Monk,2,13,11,2,2,Giant Scorpion,3.0,15,52,0.0
Monk,3,17,15,3,Warlock,3,18,15,3,Ranger,3,26,12,3,Sorcerer,3,17,15,3,3,Allosaurus,2.0,13,51,0.0
Cleric,2,13,13,2,Ranger,2,22,12,2,Sorcerer,2,12,11,2,Rogue,2,21,12,2,1,Rutterkin,2.0,12,37,0.8631448516430443
Monk,2,17,14,2,Artificer,2,16,13,2,Druid,2,14,13,2,Cleric,2,18,17,2,2,Scarecrow,1.0,11,36,1.0
Ranger,1,10,17,2,Barbarian,1,14,13,2,Cleric,1,11,14,2,Bard,1,8,14,2,1,Minotaur,3.0,14,76,0.6338337270441211
Wizzard,4,19,11,3,Paladin,4,38,18,3,Warlock,4,35,11,3,Artificer,4,22,17,3,1,Sword Wraith Commander,8.0,18,127,0.9416285351448326
Ranger,4,31,17,3,Artificer,4,37,18,3,Cleric,4,24,15,3,Wizzard,4,30,10,3,10,Gray Ooze,0.5,8,22,0.5505240616891167
Bard,3,19,13,3,Wizzard,3,13,12,3,Warlock,3,24,13,3,Paladin,3,30,18,3,2,Giant Scorpion,3.0,15,52,0.0
Bard,3,26,13,3,Monk,3,22,13,3,Wizzard,3,21,13,3,Druid,3,18,16,3,2,Girallon,4.0,13,59,0.0
Druid,5,35,14,3,Druid,5,34,11,3,Druid,5,36,15,3,Wizzard,5,26,14,3,3,Lamia,4.0,13,97,0.035725166394993804
Bard,1,7,16,2,Fighter,1,8,14,2,Artificer,1,7,18,2,Barbarian,1,11,16,2,10,Slaad Tadpole,0.125,12,10,0.0
Warlock,5,33,15,3,Bard,5,32,15,3,Fighter,5,54,13,3,Paladin,5,54,14,3,7,Centaur,2.0,12,45,0.0
Paladin,2,20,16,2,Druid,2,11,12,2,Paladin,2,20,19,2,Paladin,2,18,19,2,2,Grell,3.0,12,55,0.8156648451730418
Rogue,3,17,14,3,Paladin,3,32,19,3,Artificer,3,18,13,3,Bard,3,16,13,3,1,Helmed Horror,4.0,20,60,0.37015456329735036
Ranger,5,35,17,3,Fighter,5,34,12,3,Rogue,5,30,17,3,Artificer,5,32,14,3,1,Dhergoloth,7.0,15,119,0.9467055301623577
Cleric,3,22,17,3,Cleric,3,25,13,3,Druid,3,25,14,3,Druid,3,25,11,3,2,Fire Elemental Myrmidon,7.0,18,123,0.970989010989011
Monk,1,9,13,2,Bard,1,5,12,2,Rogue,1,4,11,2,Ranger,1,9,16,2,10,Swarm of Wasps,0.5,12,22,0.0
Paladin,4,27,17,3,Ranger,4,27,15,3,Monk,4,29,15,3,Warlock,4,36,13,3,10,Warhorse Skeleton,0.5,13,22,0.0
Rogue,3,18,15,3,Cleric,3,23,19,3,Warlock,3,23,11,3,Barbarian,3,26,12,3,1,Vampire Spawn,5.0,15,82,0.7406859277674384
Fighter,3,30,12,3,Barbarian,3,25,12,3,Ranger,3,22,16,3,Barbarian,3,41,16,3,1,Spectator,3.0,14,39,0.9750708843037221
Wizzard,2,12,10,2,Artificer,2,14,15,2,Wizzard,2,13,13,2,Barbarian,2,26,12,2,10,Pseudodragon,0.25,13,7,0.08839945365369092
Fighter,2,24,15,2,Cleric,2,17,15,2,Warlock,2,14,13,2,Paladin,2,24,19,2,1,Mimic,2.0,12,58,0.910587431693989
Monk,2,12,14,2,Artificer,2,13,12,2,Fighter,2,16,17,2,Druid,2,14,13,2,2,Intellect Devourer,2.0,12,21,0.9070525291828794
Sorcerer,2,16,10,2,Barbarian,2,19,16,2,Paladin,2,23,17,2,Artificer,2,13,12,2,2,Lamia,4.0,13,97,0.0
Warlock,3,20,12,3,Ranger,3,23,12,3,Sorcerer,3,14,11,3,Fighter,3,31,16,3,10,Jackal,0.0,12,3,1.0
Paladin,3,33,18,3,Ranger,3,32,14,3,Monk,3,25,15,3,Cleric,3,18,19,3,2,Lizardfolk Shaman,2.0,13,27,0.9038855818897811
Monk,2,19,10,2,Druid,2,13,12,2,Barbarian,2,21,16,2,Bard,2,18,13,2,1,Earth Elemental Myrmidon,7.0,18,127,0.41673492027736053
