p1_class,p1_level,p1_hp,p1_ac,p1_avg_save,p2_class,p2_level,p2_hp,p2_ac,p2_avg_save,p3_class,p3_level,p3_hp,p3_ac,p3_avg_save,p4_class,p4_level,p4_hp,p4_ac,p4_avg_save,num_of_monsters,monster_name,monster_cr,monster_ac,monster_hp,dificulty
Ranger,3,27,16,3,Warlock,3,20,14,3,Ranger,3,27,14,3,Bard,3,29,14,3,1,Umber Hulk,5.0,18,93,0.1111357486334919
Wizzard,3,24,11,3,Druid,3,26,14,3,Cleric,3,25,16,3,Bard,3,14,12,3,10,Giant Lizard,0.25,12,19,0.0
Ranger,1,9,15,2,Cleric,1,9,19,2,Rogue,1,7,14,2,Sorcerer,1,6,14,2,1,Giant Hyena,1.0,12,45,0.5839848377161809
Druid,2,19,15,2,Sorcerer,2,13,15,2,Druid,2,18,12,2,Cleric,2,15,14,2,10,Dimetrodon,0.25,12,19,0.0
Bard,3,16,15,3,Fighter,3,32,14,3,Bard,3,21,16,3,Wizzard,3,13,15,3,1,Water Elemental Myrmidon,7.0,18,127,0.41482964247778087
Artificer,1,7,13,2,Ranger,1,9,16,2,Ranger,1,10,15,2,Druid,1,8,11,2,10,Wretched Sorrowsworn,0.25,15,10,0.0
Bard,2,20,15,2,Bard,2,17,13,2,Druid,2,16,12,2,Wizzard,2,12,15,2,10,Stench Kow,0.5,10,15,0.0
Rogue,4,32,15,3,Fighter,4,31,16,3,Druid,4,28,11,3,Warlock,4,40,15,3,1,Shield Guardian,7.0,17,142,0.6141428737040839
Warlock,4,36,13,3,Druid,4,40,15,3,Fighter,4,34,12,3,Barbarian,4,42,15,3,2,Young Copper Dragon,7.0,17,119,0.0
Druid,3,18,13,3,Artificer,3,18,15,3,Monk,3,27,14,3,Bard,3,33,14,3,10,Cultist,0.125,12,9,0.9229400927514135
Bard,1,8,13,2,Sorcerer,1,8,13,2,Sorcerer,1,3,13,2,Monk,1,4,13,2,10,Elk,0.25,10,13,0.0
Bard,1,7,15,2,Sorcerer,1,6,13,2,Artificer,1,8,12,2,Barbarian,1,7,14,2,2,Gnoll Flesh Gnawer,1.0,14,22,0.035346097201767304
Wizzard,4,16,15,3,Barbarian,4,49,12,3,Bard,4,28,15,3,Sorcerer,4,32,11,3,4,Peryton,2.0,13,33,0.8059650455927052
Ranger,3,19,16,3,Artificer,3,16,18,3,Druid,3,16,16,3,Ranger,3,26,17,3,10,Black Bear,0.5,11,19,0.2629383397017133
Rogue,2,18,11,2,Wizzard,2,10,14,2,Druid,2,12,15,2,Barbarian,2,20,16,2,2,Lizardfolk Shaman,2.0,13,27,1.0
Rogue,2,12,16,2,Wizzard,2,11,11,2,Bard,2,13,14,2,Cleric,2,12,14,2,1,Adult Kruthik,2.0,18,39,0.8431274010542302
Bard,4,26,14,3,Druid,4,24,13,3,Wizzard,4,22,10,3,Rogue,4,34,15,3,1,Giant Scorpion,3.0,15,52,0.8995388047953893
Warlock,5,45,13,3,Bard,5,39,15,3,Warlock,5,42,12,3,Cleric,5,38,20,3,3,Gnoll Pack Lord,2.0,15,49,0.4019208010744434
Bard,3,22,13,3,Fighter,3,21,13,3,Paladin,3,33,16,3,Ranger,3,28,16,3,3,Sword Wraith Warrior,3.0,16,45,0.0
Sorcerer,1,6,10,2,Fighter,1,9,16,2,Barbarian,1,10,13,2,Cleric,1,10,18,2,10,Aarakocra,0.25,12,13,0.0
Sorcerer,5,28,13,3,Druid,5,45,15,3,Cleric,5,38,20,3,Artificer,5,43,17,3,4,Doppelganger,3.0,14,52,0.9454609291245956
Bard,3,15,14,3,Warlock,3,26,16,3,Druid,3,22,14,3,Monk,3,22,14,3,10,Commoner,0.0,10,4,1.0
Rogue,2,13,17,2,Barbarian,2,25,13,2,Cleric,2,16,12,2,Fighter,2,21,16,2,10,Quipper,0.0,13,1,1.0
Ranger,3,22,12,3,Wizzard,3,10,15,3,Monk,3,18,10,3,Monk,3,24,15,3,4,Gargoyle,2.0,15,52,0.0
Rogue,3,26,13,3,Druid,3,19,14,3,Bard,3,22,15,3,Wizzard,3,19,13,3,10,Swarm of Centipedes,0.5,12,22,0.0
Paladin,5,58,16,3,Artificer,5,37,13,3,Paladin,5,56,17,3,Warlock,5,44,14,3,10,Giant Rat,0.125,12,7,0.9384062104889174
Druid,4,27,15,3,Ranger,4,38,15,3,Barbarian,4,29,14,3,Monk,4,26,10,3,10,Warhorse,0.5,11,19,0.08915368859753672
Sorcerer,4,22,14,3,Rogue,4,38,11,3,Paladin,4,49,18,3,Paladin,4,45,15,3,10,Drow,0.25,15,13,0.715934274719406
Sorcerer,2,12,15,2,Bard,2,15,16,2,Warlock,2,12,13,2,Barbarian,2,18,13,2,2,Doppelganger,3.0,14,52,0.26784188034188033
Druid,2,11,16,2,Druid,2,14,15,2,Paladin,2,21,16,2,Rogue,2,11,11,2,10,Xvart,0.125,13,7,0.984926344638575
Fighter,2,18,12,2,Wizzard,2,13,13,2,Warlock,2,17,15,2,Druid,2,20,13,2,1,Duergar Warlord,6.0,20,75,0.0
Monk,4,25,10,3,Bard,4,26,16,3,Druid,4,41,11,3,Cleric,4,32,12,3,5,Tortle Druid,2.0,17,33,1.0
Rogue,4,40,15,3,Ranger,4,47,17,3,Rogue,4,24,13,3,Fighter,4,40,14,3,3,Merregon,4.0,16,45,0.28705228408875827
Artificer,1,9,16,2,Rogue,1,6,16,2,Druid,1,11,13,2,Warlock,1,4,11,2,1,Scarecrow,1.0,11,36,0.8067202638631209
Fighter,4,40,14,3,Fighter,4,44,19,3,Monk,4,17,15,3,Sorcerer,4,19,11,3,1,Wereboar,4.0,10,78,0.9772857871916352
Sorcerer,5,27,15,3,Monk,5,32,11,3,Paladin,5,45,18,3,Ranger,5,52,14,3,6,Deep Scion,3.0,11,67,0.23976004674528123
Wizzard,3,17,12,3,Ranger,3,26,14,3,Bard,3,22,14,3,Druid,3,24,11,3,1,Clockwork Stone Defender,4.0,16,105,1.0
Ranger,4,33,13,3,Fighter,4,33,12,3,Wizzard,4,25,14,3,Sorcerer,4,27,12,3,2,Revenant,5.0,13,136,0.0
Druid,4,28,12,3,Warlock,4,31,11,3,Bard,4,23,15,3,Fighter,4,27,19,3,3,Yuan-ti Pit Master,5.0,14,88,0.24996149273561055
Rogue,5,40,17,3,Cleric,5,29,18,3,Paladin,5,46,14,3,Rogue,5,42,16,3,5,Neogi Master,4.0,15,71,0.0
Ranger,2,16,12,2,Cleric,2,13,19,2,Artificer,2,15,14,2,Druid,2,15,12,2,10,Tribal Warrior,0.125,12,11,0.0
Artificer,2,10,16,2,Artificer,2,13,18,2,Paladin,2,20,17,2,Artificer,2,13,15,2,1,Catoblepas,5.0,14,84,0.0
Wizzard,2,18,10,2,Cleric,2,12,16,2,Fighter,2,18,12,2,Druid,2,15,14,2,1,Young Remorhaz,5.0,14,93,0.0
Ranger,5,41,16,3,Paladin,5,43,14,3,Rogue,5,28,12,3,Barbarian,5,51,12,3,4,Doppelganger,3.0,14,52,0.7718403831588491
Bard,4,24,15,3,Druid,4,26,15,3,Monk,4,38,14,3,Artificer,4,38,13,3,3,Salamander,5.0,15,90,0.0
Cleric,4,35,13,3,Barbarian,4,41,15,3,Bard,4,39,12,3,Warlock,4,25,14,3,10,Guard,0.125,16,11,0.0
Cleric,2,19,14,2,Fighter,2,16,18,2,Rogue,2,13,12,2,Rogue,2,17,14,2,10,Swarm of Rot Grubs,0.5,8,22,0.0
Bard,1,5,15,2,Barbarian,1,13,12,2,Ranger,1,6,15,2,Druid,1,9,11,2,1,Duergar,1.0,16,26,0.7570226383785705
Wizzard,3,25,14,3,Rogue,3,18,13,3,Rogue,3,23,11,3,Rogue,3,23,13,3,1,Manticore,3.0,14,68,0.7792786613575161
Ranger,4,36,15,3,Paladin,4,37,14,3,Fighter,4,32,19,3,Warlock,4,25,14,3,1,Couatl,4.0,19,97,0.8975156814597274
Bard,3,18,15,3,Bard,3,26,15,3,Rogue,3,26,13,3,Paladin,3,20,17,3,2,Faerie Dragon (Red),1.0,15,14,1.0
Barbarian,1,11,16,2,Barbarian,1,10,12,2,Bard,1,11,16,2,Warlock,1,8,12,2,2,Yuan-ti Pureblood,1.0,11,40,0.9144743524631792
Druid,1,8,14,2,Barbarian,1,9,12,2,Rogue,1,6,14,2,Artificer,1,6,13,2,10,Kuo-toa,0.25,13,18,0.0
Ranger,3,25,16,3,Fighter,3,32,19,3,Ranger,3,16,12,3,Paladin,3,30,16,3,10,Warhorse Skeleton,0.5,13,22,0.0
Paladin,5,46,17,3,Rogue,5,44,11,3,Warlock,5,36,13,3,Cleric,5,48,20,3,10,Warhorse Skeleton,0.5,13,22,0.46015179975359094
Rogue,5,33,11,3,Cleric,5,44,20,3,Warlock,5,33,11,3,Cleric,5,24,14,3,1,Shadar-kai Gloom Weaver,9.0,14,104,0.5606060606060606
Warlock,1,8,11,2,Ranger,1,10,15,2,Barbarian,1,13,14,2,Rogue,1,8,14,2,1,Black Dragon Wyrmling,2.0,17,33,0.4718901593901593
Artificer,5,36,14,3,Paladin,5,38,17,3,Rogue,5,35,13,3,Warlock,5,39,12,3,2,Helmed Horror,4.0,20,60,0.7179376424711222
Wizzard,2,10,12,2,Fighter,2,15,15,2,Barbarian,2,25,15,2,Warlock,2,9,13,2,1,Barbed Devil,5.0,15,110,0.5057342657342656
Cleric,2,18,17,2,Warlock,2,15,16,2,Rogue,2,8,13,2,Barbarian,2,20,16,2,1,Giant Constrictor Snake,2.0,12,60,0.9144340602284526
Artificer,1,8,14,2,Fighter,1,5,15,2,Warlock,1,9,11,2,Cleric,1,9,12,2,10,Dretch,0.25,11,18,0.0
Warlock,5,43,12,3,Ranger,5,48,17,3,Monk,5,29,15,3,Barbarian,5,49,13,3,6,Guard Drake,2.0,14,52,0.7715214518638142
Ranger,2,14,12,2,Cleric,2,12,12,2,Warlock,2,17,14,2,Rogue,2,17,11,2,10,Giant Wolf Spider,0.25,13,11,0.0
Paladin,4,38,15,3,Barbarian,4,40,17,3,Rogue,4,33,12,3,Wizzard,4,14,10,3,9,Kuo-toa Whip,1.0,11,65,0.0
Bard,4,34,14,3,Rogue,4,20,12,3,Druid,4,21,14,3,Sorcerer,4,24,11,3,3,Bearded Devil,3.0,13,52,0.8664983843267486
Fighter,5,44,17,3,Ranger,5,45,13,3,Sorcerer,5,26,12,3,Paladin,5,36,19,3,2,Tyrannosaurus Rex,8.0,13,136,0.027758366332789813
Cleric,2,19,20,2,Wizzard,2,10,14,2,Rogue,2,19,17,2,Sorcerer,2,11,10,2,1,Winter Wolf,3.0,13,75,0.1571008958731091
Monk,3,21,11,3,Barbarian,3,20,12,3,Paladin,3,32,15,3,Druid,3,26,14,3,10,Male Steeder,0.25,12,13,0.0
Warlock,5,29,12,3,Sorcerer,5,22,15,3,Monk,5,47,11,3,Warlock,5,37,11,3,12,Female Steeder,1.0,14,30,0.0
Artificer,5,47,15,3,Sorcerer,5,27,14,3,Druid,5,29,16,3,Fighter,5,42,15,3,10,Ogre Bolt Launcher,2.0,13,59,0.0
Warlock,4,30,13,3,Wizzard,4,23,14,3,Sorcerer,4,23,10,3,Artificer,4,29,12,3,3,Griffon,2.0,12,59,0.2753983034314293
Fighter,4,39,15,3,Barbarian,4,51,14,3,Druid,4,28,11,3,Paladin,4,36,17,3,10,Vulture,0.0,10,5,0.0
Cleric,1,9,13,2,Warlock,1,10,15,2,Cleric,1,11,13,2,Bard,1,7,16,2,10,Giant Frog,0.25,11,18,0.0
Monk,5,34,13,3,Fighter,5,41,17,3,Fighter,5,43,18,3,Rogue,5,42,11,3,1,Warlock of the Great Old One,6.0,13,91,0.8785854782768292
Artificer,1,6,14,2,Paladin,1,11,19,2,Paladin,1,9,19,2,Ranger,1,11,13,2,10,Tortle,0.25,17,22,0.0
Wizzard,4,19,15,3,Cleric,4,28,18,3,Wizzard,4,21,15,3,Sorcerer,4,27,10,3,10,Flying Snake,0.125,14,5,0.30748568268424253
Rogue,2,10,17,2,Wizzard,2,15,11,2,Fighter,2,18,19,2,Druid,2,13,11,2,2,Blue Dragon Wyrmling,3.0,17,52,0.2187301587301587
Monk,3,17,11,3,Monk,3,26,15,3,Ranger,3,25,14,3,Ranger,3,28,14,3,2,Hook Horror,3.0,15,75,0.0
Warlock,1,5,11,2,Wizzard,1,4,12,2,Cleric,1,8,16,2,Ranger,1,11,12,2,10,Crab,0.0,11,2,1.0
Monk,4,30,13,3,Bard,4,23,14,3,Artificer,4,26,13,3,Ranger,4,33,12,3,10,Vegepygmy,0.25,13,13,0.08129297602981814
Sorcerer,3,15,14,3,Barbarian,3,33,15,3,Warlock,3,19,15,3,Cleric,3,26,13,3,10,Chitine,0.5,14,18,0.1405844632333125
Cleric,2,15,14,2,Wizzard,2,17,12,2,Druid,2,17,15,2,Warlock,2,12,15,2,10,Crocodile,0.5,12,19,0.0
Fighter,5,49,18,3,Paladin,5,46,15,3,Barbarian,5,49,12,3,Fighter,5,46,18,3,8,Ochre Jelly,2.0,8,45,0.5527366553028535
Ranger,3,34,12,3,Warlock,3,21,16,3,Monk,3,23,11,3,Druid,3,31,16,3,10,Worg,0.5,13,26,0.0
Wizzard,1,5,13,2,Warlock,1,11,15,2,Warlock,1,5,11,2,Paladin,1,9,16,2,10,Dimetrodon,0.25,12,19,0.0
Ranger,2,18,12,2,Fighter,2,13,12,2,Bard,2,19,15,2,Bard,2,17,15,2,10,Crocodile,0.5,12,19,0.0
Cleric,5,30,13,3,Rogue,5,46,13,3,Druid,5,36,14,3,Sorcerer,5,40,14,3,5,Minotaur,3.0,14,76,0.542480835916495
Sorcerer,3,23,13,3,Druid,3,19,11,3,Ranger,3,25,16,3,Paladin,3,28,17,3,10,Gray Ooze,0.5,8,22,0.0
Warlock,3,18,11,3,Wizzard,3,13,10,3,Monk,3,23,12,3,Fighter,3,28,18,3,1,Shadar-kai Shadow Dancer,7.0,15,71,0.0
Rogue,1,8,11,2,Monk,1,10,15,2,Fighter,1,10,16,2,Paladin,1,8,17,2,10,Crawling Claw,0.0,12,2,0.5125
Rogue,4,24,14,3,Rogue,4,23,15,3,Druid,4,30,15,3,Barbarian,4,46,15,3,2,Beholder Zombie,5.0,15,93,0.8794891959704904
Bard,1,7,15,2,Ranger,1,10,14,2,Monk,1,11,13,2,Paladin,1,10,16,2,1,Death Dog,1.0,12,39,0.7934676102340772
Fighter,4,44,18,3,Monk,4,39,15,3,Fighter,4,37,18,3,Rogue,4,30,12,3,10,Spider,0.0,12,1,0.0
Rogue,2,15,15,2,Bard,2,12,13,2,Rogue,2,9,12,2,Barbarian,2,24,13,2,2,Myconid Sovereign,2.0,13,60,0.3863149847094801
Bard,3,20,12,3,Sorcerer,3,22,11,3,Warlock,3,30,13,3,Rogue,3,20,17,3,4,Kobold Dragonshield,1.0,15,44,0.41299435028248593
Warlock,3,16,11,3,Fighter,3,28,18,3,Monk,3,17,11,3,Bard,3,22,16,3,2,Gnoll Fang of Yeenoghu,4.0,14,65,0.3880063209395566
Rogue,2,12,17,2,Paladin,2,19,14,2,Ranger,2,25,13,2,Barbarian,2,18,15,2,1,Centaur,2.0,12,45,0.8410507703965647
Wizzard,2,12,13,2,Fighter,2,19,19,2,Artificer,2,17,15,2,Druid,2,20,12,2,2,Will-o'-Wisp,2.0,19,22,1.0
Cleric,3,19,17,3,Rogue,3,26,16,3,Monk,3,15,13,3,Sorcerer,3,23,14,3,10,Commoner,0.0,10,4,0.9444579773984929
Fighter,1,11,18,2,Paladin,1,8,15,2,Druid,1,9,13,2,Rogue,1,10,15,2,10,Baboon,0.0,12,3,1.0
Barbarian,2,24,16,2,Barbarian,2,18,14,2,Druid,2,11,12,2,Warlock,2,16,11,2,1,Shadow Demon,4.0,13,66,0.43254967814161766
Ranger,4,45,15,3,Barbarian,4,45,17,3,Warlock,4,35,14,3,Warlock,4,25,16,3,10,Owl,0.0,11,1,0.5504226859283039
Ranger,1,9,16,2,Artificer,1,6,15,2,Monk,1,4,14,2,Druid,1,10,15,2,1,Quasit,1.0,13,7,0.920353982300885
Wizzard,3,20,15,3,Wizzard,3,19,14,3,Druid,3,21,15,3,Wizzard,3,22,11,3,10,Giant Fire Beetle,0.0,13,4,1.0
Sorcerer,1,6,15,2,Ranger,1,8,15,2,Cleric,1,9,15,2,Paladin,1,10,17,2,10,Duodrone,0.25,15,11,0.0
Monk,5,42,15,3,Wizzard,5,37,15,3,Rogue,5,34,12,3,Druid,5,44,12,3,10,Cockatrice,0.5,11,27,0.9724743779782294
Warlock,5,41,12,3,Barbarian,5,44,12,3,Ranger,5,53,13,3,Barbarian,5,50,13,3,10,Giant Badger,0.25,10,13,0.655717561015778
Bard,2,15,13,2,Bard,2,15,15,2,Sorcerer,2,15,12,2,Ranger,2,22,16,2,10,Star Spawn Grue,0.25,11,17,0.0
Wizzard,4,19,12,3,Warlock,4,30,11,3,Monk,4,23,10,3,Barbarian,4,53,14,3,10,Male Steeder,0.25,12,13,0.0
Monk,3,18,11,3,Sorcerer,3,19,13,3,Cleric,3,18,17,3,Ranger,3,32,16,3,9,Deinonychus,1.0,13,26,0.0
Warlock,4,29,16,3,Barbarian,4,34,14,3,Rogue,4,31,13,3,Rogue,4,27,14,3,10,Dimetrodon,0.25,12,19,0.22266286069192445
Rogue,4,33,14,3,Warlock,4,33,15,3,Fighter,4,38,14,3,Barbarian,4,43,13,3,3,Neogi Master,4.0,15,71,0.0
Barbarian,1,6,14,2,Wizzard,1,4,12,2,Druid,1,7,13,2,Rogue,1,5,14,2,1,Brass Dragon Wyrmling,1.0,16,16,0.6290491118077326
Monk,2,9,16,2,Druid,2,12,16,2,Artificer,2,10,15,2,Cleric,2,12,12,2,1,Clockwork Iron Cobra,4.0,13,91,0.8713235294117648
Warlock,3,30,11,3,Monk,3,26,11,3,Wizzard,3,21,15,3,Barbarian,3,32,17,3,2,Berbalang,2.0,14,49,0.45355745088118593
Rogue,2,14,13,2,Druid,2,10,15,2,Fighter,2,17,19,2,Sorcerer,2,12,11,2,10,Owl,0.0,11,1,0.0
Wizzard,1,6,13,2,Druid,1,8,15,2,Barbarian,1,11,15,2,Rogue,1,5,12,2,1,Silver Dragon Wyrmling,2.0,17,45,0.056744296016077556
Ranger,1,11,14,2,Ranger,1,10,13,2,Sorcerer,1,5,15,2,Warlock,1,11,11,2,10,Jackalwere,0.5,12,18,0.0
Bard,2,15,14,2,Cleric,2,15,14,2,Monk,2,10,11,2,Barbarian,2,20,12,2,1,Swarm of Poisonous Snakes,2.0,14,36,0.6833333333333333
Ranger,3,25,17,3,Cleric,3,21,19,3,Warlock,3,21,13,3,Artificer,3,15,18,3,2,Ogre Bolt Launcher,2.0,13,59,0.9266846361185983
Cleric,2,15,15,2,Paladin,2,20,19,2,Warlock,2,18,16,2,Artificer,2,16,17,2,1,Water Elemental,5.0,14,114,0.3131738987508218
Fighter,2,16,12,2,Rogue,2,14,16,2,Rogue,2,13,17,2,Barbarian,2,18,14,2,3,Dire Wolf,1.0,14,37,0.5737366388505031
Warlock,5,36,14,3,Wizzard,5,26,11,3,Warlock,5,41,15,3,Wizzard,5,36,11,3,10,Cockatrice,0.5,11,27,0.6465810773018348
Monk,3,22,14,3,Artificer,3,22,12,3,Rogue,3,25,16,3,Druid,3,25,15,3,2,Nothic,2.0,15,45,1.0
Sorcerer,4,21,14,3,Monk,4,34,14,3,Cleric,4,26,19,3,Rogue,4,28,17,3,4,White Dragon Wyrmling,2.0,16,32,0.14729045272434696
Cleric,5,31,19,3,Bard,5,41,12,3,Sorcerer,5,22,14,3,Warlock,5,32,11,3,2,Arcanaloth,12.0,17,104,0.0
Cleric,1,9,19,2,Sorcerer,1,5,12,2,Warlock,1,7,15,2,Sorcerer,1,6,12,2,10,Spider,0.0,12,1,0.0
Paladin,3,25,16,3,Rogue,3,21,16,3,Fighter,3,20,19,3,Cleric,3,23,20,3,5,Rug of Smothering,2.0,12,33,0.4614435449148966
Barbarian,2,26,15,2,Rogue,2,16,17,2,Druid,2,19,11,2,Barbarian,2,24,12,2,1,Carrion Crawler,2.0,13,51,1.0
Rogue,3,18,11,3,Warlock,3,22,13,3,Barbarian,3,30,16,3,Monk,3,32,16,3,10,Boar,0.25,11,11,0.6934033433842812
Wizzard,3,17,15,3,Barbarian,3,35,14,3,Rogue,3,28,12,3,Monk,3,22,10,3,2,Killer Whale,3.0,12,90,0.2558420265702227
Cleric,2,12,13,2,Cleric,2,20,18,2,Monk,2,18,11,2,Barbarian,2,20,16,2,10,Guard,0.125,16,11,0.0
Cleric,2,12,18,2,Bard,2,19,16,2,Warlock,2,20,16,2,Fighter,2,23,12,2,1,Succubus,4.0,15,66,0.9102104342653003
Sorcerer,2,12,15,2,Druid,2,17,13,2,Ranger,2,17,15,2,Fighter,2,16,17,2,1,Mouth of Grolantor,6.0,14,105,0.0
Wizzard,1,6,12,2,Artificer,1,6,18,2,Ranger,1,10,17,2,Fighter,1,10,15,2,10,Pteranodon,0.25,13,13,0.0
Ranger,5,46,17,3,Cleric,5,49,14,3,Ranger,5,54,12,3,Rogue,5,46,11,3,4,Bulezau,3.0,14,52,0.5494216944945505
Warlock,1,6,12,2,Fighter,1,11,16,2,Ranger,1,5,17,2,Wizzard,1,6,10,2,1,Mimic,2.0,12,58,0.6535745807590467
Sorcerer,5,29,11,3,Rogue,5,34,12,3,Warlock,5,38,16,3,Bard,5,36,12,3,7,Will-o'-Wisp,2.0,19,22,0.6537993712137693
Rogue,4,33,12,3,Monk,4,23,10,3,Barbarian,4,31,14,3,Rogue,4,29,17,3,5,Darkling Elder,2.0,15,27,0.4496656387407786
Cleric,3,29,18,3,Fighter,3,30,14,3,Sorcerer,3,13,14,3,Artificer,3,19,13,3,10,Sahuagin,0.5,12,22,0.0
Wizzard,3,16,14,3,Ranger,3,32,13,3,Artificer,3,18,15,3,Artificer,3,21,16,3,2,Basilisk,3.0,15,52,0.3847956898964456
Barbarian,4,38,12,3,Druid,4,24,16,3,Warlock,4,37,11,3,Bard,4,30,14,3,2,Salamander,5.0,15,90,0.0
Ranger,1,9,17,2,Sorcerer,1,5,10,2,Paladin,1,10,19,2,Fighter,1,9,13,2,1,Yuan-ti Broodguard,2.0,14,45,0.7962174940898347
Druid,4,29,13,3,Sorcerer,4,25,10,3,Wizzard,4,17,10,3,Ranger,4,42,16,3,5,Priest,2.0,13,27,0.0
Artificer,1,4,18,2,Sorcerer,1,7,14,2,Wizzard,1,7,10,2,Fighter,1,11,13,2,10,Swarm of Rats,0.25,10,24,0.0
Ranger,2,14,16,2,Rogue,2,20,14,2,Artificer,2,12,17,2,Fighter,2,23,19,2,10,Owl,0.0,11,1,0.0
Fighter,2,18,15,2,Cleric,2,14,15,2,Monk,2,11,11,2,Barbarian,2,23,17,2,10,Darkmantle,0.5,11,22,0.0
Rogue,1,8,16,2,Ranger,1,9,12,2,Artificer,1,4,14,2,Artificer,1,6,18,2,1,Awakened Tree,2.0,13,59,0.0
Bard,1,6,16,2,Druid,1,7,13,2,Paladin,1,12,14,2,Bard,1,6,12,2,10,Apprentice Wizard,0.25,10,13,0.0
Fighter,1,6,16,2,Artificer,1,10,14,2,Artificer,1,4,14,2,Sorcerer,1,7,11,2,10,Troglodyte,0.25,11,13,0.0
Fighter,1,10,13,2,Fighter,1,8,13,2,Warlock,1,8,16,2,Monk,1,7,11,2,1,Kobold Dragonshield,1.0,15,44,0.8985507246376812
Barbarian,3,34,17,3,Bard,3,14,16,3,Warlock,3,29,12,3,Ranger,3,25,12,3,10,Riding Horse,0.25,10,13,0.0
Ranger,5,50,13,3,Paladin,5,33,17,3,Artificer,5,42,15,3,Cleric,5,33,14,3,11,Brown Bear,1.0,11,34,0.0
Wizzard,2,8,14,2,Rogue,2,14,16,2,Druid,2,18,13,2,Artificer,2,12,16,2,1,Enchanter Wizard,5.0,12,49,1.0
Cleric,4,33,16,3,Bard,4,26,15,3,Fighter,4,32,19,3,Paladin,4,33,19,3,10,Star Spawn Grue,0.25,11,17,0.5540195376172179
Cleric,4,33,17,3,Rogue,4,28,14,3,Wizzard,4,23,15,3,Ranger,4,33,16,3,5,Animated Armor,1.0,18,33,0.41114844209249546
Artificer,5,44,16,3,Barbarian,5,46,12,3,Fighter,5,35,17,3,Cleric,5,32,16,3,2,Flail Snail,3.0,16,52,0.9909368181463732
Artificer,1,10,17,2,Druid,1,10,13,2,Bard,1,9,12,2,Warlock,1,6,11,2,2,Duergar,1.0,16,26,0.04677002583979329
Sorcerer,5,21,10,3,Druid,5,32,13,3,Cleric,5,38,16,3,Bard,5,48,16,3,1,Earth Elemental Myrmidon,7.0,18,127,0.9793349906774393
Ranger,4,29,13,3,Sorcerer,4,22,15,3,Monk,4,23,15,3,Cleric,4,27,20,3,3,Ettercap,2.0,13,44,0.6839998805055194
Monk,4,26,12,3,Bard,4,27,13,3,Artificer,4,34,18,3,Monk,4,36,12,3,4,Giff,3.0,16,60,0.0
Paladin,3,32,14,3,Bard,3,22,12,3,Fighter,3,19,13,3,Cleric,3,19,12,3,1,Elephant,4.0,12,76,0.5315745980979191
Fighter,1,11,18,2,Artificer,1,10,15,2,Cleric,1,8,19,2,Monk,1,9,12,2,10,Sea Horse,0.0,11,1,0.0
Monk,3,26,14,3,Wizzard,3,18,15,3,Rogue,3,23,12,3,Monk,3,19,15,3,10,Vulture,0.0,10,5,0.0
Ranger,1,6,12,2,Druid,1,8,16,2,Bard,1,6,13,2,Wizzard,1,3,10,2,10,Violet Fungus,0.25,5,18,0.0
Warlock,1,6,15,2,Fighter,1,12,15,2,Monk,1,4,16,2,Ranger,1,9,12,2,1,Gibbering Mouther,2.0,9,67,0.9204545454545454
Monk,4,37,12,3,Fighter,4,33,17,3,Wizzard,4,18,12,3,Druid,4,31,14,3,4,Quaggoth Thonot,3.0,13,45,0.6681696315479257
Druid,5,45,16,3,Artificer,5,49,18,3,Ranger,5,50,13,3,Monk,5,44,14,3,5,Red Dragon Wyrmling,4.0,17,75,0.0
Artificer,4,36,17,3,Artificer,4,27,14,3,Cleric,4,32,19,3,Barbarian,4,45,14,3,10,Shrieker,0.0,5,13,1.0
Sorcerer,4,17,13,3,Sorcerer,4,26,15,3,Druid,4,39,14,3,Paladin,4,35,14,3,10,Jackalwere,0.5,12,18,0.7532512478750567
Monk,3,22,10,3,Ranger,3,23,15,3,Artificer,3,20,16,3,Monk,3,19,15,3,1,Owlbear,3.0,13,59,0.7308933679695248
Druid,3,23,12,3,Druid,3,28,14,3,Fighter,3,27,12,3,Cleric,3,16,12,3,5,Shadow Mastiff,2.0,12,33,0.8859992134729554
Rogue,2,17,17,2,Bard,2,16,12,2,Warlock,2,15,14,2,Sorcerer,2,8,13,2,1,Tlincalli,5.0,15,85,0.6306518417860488
Wizzard,5,36,15,3,Paladin,5,40,18,3,Wizzard,5,32,13,3,Bard,5,31,14,3,10,Cultist,0.125,12,9,0.7980013096488338
Fighter,5,41,18,3,Wizzard,5,20,14,3,Paladin,5,38,17,3,Sorcerer,5,38,11,3,4,Earth Elemental,5.0,17,126,0.0
Cleric,4,20,16,3,Rogue,4,36,12,3,Paladin,4,45,18,3,Cleric,4,29,15,3,10,Reef Shark,0.5,12,22,0.39641036556745374
Barbarian,3,41,17,3,Barbarian,3,30,13,3,Monk,3,26,15,3,Sorcerer,3,23,11,3,2,Rug of Smothering,2.0,12,33,0.9574058702973136
Sorcerer,2,12,12,2,Cleric,2,14,14,2,Cleric,2,14,16,2,Monk,2,13,10,2,2,Ogre Chain Brute,3.0,11,59,0.0
Sorcerer,2,14,15,2,Monk,2,14,14,2,Warlock,2,11,13,2,Ranger,2,17,12,2,10,Satyr,0.5,14,31,0.0
Fighter,3,25,14,3,Wizzard,3,16,10,3,Warlock,3,16,14,3,Wizzard,3,20,14,3,10,Flying Sword,0.25,17,17,0.0
